state_abbr,county_name,hospital_name,city,wait_text,wait_minutes,detail_url,detail_name,detail_address,detail_city,detail_state,detail_zip,detail_phone,detail_hospital_type,detail_emergency_services,detail_mortality_overall_text,detail_mortality_overall_percent,detail_mortality_overall_direction,detail_mortality_heart_attack_percent,detail_mortality_stroke_percent,detail_mortality_heart_failure_percent,detail_mortality_pneumonia_percent,detail_c_diff_cases,detail_mrsa_cases,detail_avg_time_in_ed_minutes,detail_overall_patient_rating,detail_positive_patient_ratings,detail_negative_patient_ratings,source_url,scrape_ts
KS,Neosho,Neosho Memorial Regional Medical Center,Chanute,2h 1m,121.0,https://www.hospitalstats.org/hospital-ratings/neosho-memorial-regional-medical-center-chanute-ks.htm,Neosho Memorial Regional Medical Center Ratings,629 South Plummer,Chanute,KS,66720,(620) 431-4000,Critical Access Hospitals,YES,17% worse,17.0,worse,,,11.6,24.7,1,0,121,VERY GOOD,Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Neosho-County-KS.htm,2025-10-18T17:42:02.000149+00:00
KS,Ness,Grisell Memorial Hospital,Ransom,1h 40m,100.0,https://www.hospitalstats.org/hospital-ratings/grisell-memorial-hospital-ransom-ks.htm,Grisell Memorial Hospital Ratings,210 South Vermont Avenue,Ransom,KS,67572,(785) 731-2231,Critical Access Hospitals,YES,,,,,,,,0,0,100,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Ness-County-KS.htm,2025-10-18T17:42:04.875596+00:00
KS,Ness,Ness County Hospital District #2,Ness City,1h 45m,105.0,https://www.hospitalstats.org/hospital-ratings/ness-county-hospital-district-#2-ness-city-ks.htm,,,,,,,,,,,,,,,,,,,,,,https://www.hospitalstats.org/ER-Wait-Time/Ness-County-KS.htm,2025-10-18T17:42:04.875596+00:00
KS,Norton,Norton County Hospital,Norton,1h 42m,102.0,https://www.hospitalstats.org/hospital-ratings/norton-county-hospital-norton-ks.htm,Norton County Hospital Ratings,102 E Holme Street,Norton,KS,67654,(785) 877-3351,Critical Access Hospitals,YES,15% worse,15.0,worse,,,,21.3,,,102,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Norton-County-KS.htm,2025-10-18T17:42:06.811854+00:00
KS,Osborne,Osborne County Memorial Hospital,Osborne,1h 40m,100.0,https://www.hospitalstats.org/hospital-ratings/osborne-county-memorial-hospital-osborne-ks.htm,Osborne County Memorial Hospital Ratings,237 W Harrison Street Suite 100,Osborne,KS,67473,(785) 346-2121,Critical Access Hospitals,YES,,,,,,,,,,100,POOR,Rooms were often quiet at night,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Osborne-County-KS.htm,2025-10-18T17:42:08.803666+00:00
KS,Ottawa,Ottawa County Health Center,Minneapolis,1h 38m,98.0,https://www.hospitalstats.org/hospital-ratings/ottawa-county-health-center-minneapolis-ks.htm,Ottawa County Health Center Ratings,215 E 8th Street,Minneapolis,KS,67467,(785) 392-2122,Critical Access Hospitals,YES,,,,,,,,0,0,98,POOR,,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Ottawa-County-KS.htm,2025-10-18T17:42:10.746088+00:00
KS,Pawnee,Pawnee Valley Community Hospital,Larned,1h 46m,106.0,https://www.hospitalstats.org/hospital-ratings/pawnee-valley-community-hospital-larned-ks.htm,Pawnee Valley Community Hospital Ratings,923 Carroll Avenue,Larned,KS,67550,(620) 285-3162,Critical Access Hospitals,YES,,,,,,,,1,0,106,POOR,Rooms and facilities are usually clean; Rooms were often quiet at night,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Pawnee-County-KS.htm,2025-10-18T17:42:12.696531+00:00
KS,Phillips,Phillips County Hospital,Phillipsburg,1h 46m,106.0,https://www.hospitalstats.org/hospital-ratings/phillips-county-hospital-phillipsburg-ks.htm,Phillips County Hospital Ratings,1150 State Street,Phillipsburg,KS,67661,(785) 543-5226,Critical Access Hospitals,YES,6% worse,6.0,worse,,,,19.4,0,0,106,POOR,,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Phillips-County-KS.htm,2025-10-18T17:42:14.616502+00:00
KS,Pottawatomie,"Community Hospital, Onaga And St Marys Campus",Onaga,2h 4m,124.0,https://www.hospitalstats.org/hospital-ratings/community-hospital-onaga-and-st-marys-campus-onaga-ks.htm,"Community Hospital, Onaga And St Marys Campus Ratings",120 West 8th Street,Onaga,KS,66521,(785) 889-4272,Critical Access Hospitals,YES,11% worse,11.0,worse,,,,20.4,1,0,124,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Pottawatomie-County-KS.htm,2025-10-18T17:42:17.520970+00:00
KS,Pottawatomie,Wamego Health Center,Wamego,2h 20m,140.0,https://www.hospitalstats.org/hospital-ratings/wamego-health-center-wamego-ks.htm,Wamego Health Center Ratings,711 Genn Drive,Wamego,KS,66547,(785) 456-2295,Critical Access Hospitals,YES,,,,,,,,0,0,140,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pottawatomie-County-KS.htm,2025-10-18T17:42:17.520970+00:00
KS,Pratt,Pratt Regional Medical Center,Pratt,1h 38m,98.0,https://www.hospitalstats.org/hospital-ratings/pratt-regional-medical-center-pratt-ks.htm,Pratt Regional Medical Center Ratings,200 Commodore St,Pratt,KS,67124,(620) 672-7451,Acute Care Hospitals,YES,6% worse,6.0,worse,,,,19.4,1,0,98,VERY GOOD,,,https://www.hospitalstats.org/ER-Wait-Time/Pratt-County-KS.htm,2025-10-18T17:42:19.481717+00:00
KS,Rawlins,Rawlins County Health Center,Atwood,2h 4m,124.0,https://www.hospitalstats.org/hospital-ratings/rawlins-county-health-center-atwood-ks.htm,Rawlins County Health Center Ratings,707 Grant St,Atwood,KS,67730,(785) 626-3211,Critical Access Hospitals,YES,4% better,4.0,better,,,,17.5,0,0,124,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Rawlins-County-KS.htm,2025-10-18T17:42:21.399241+00:00
KS,Reno,Hutchinson Regional Medical Center Inc,Hutchinson,2h 53m,173.0,https://www.hospitalstats.org/hospital-ratings/hutchinson-regional-medical-center-inc-hutchinson-ks.htm,Hutchinson Regional Medical Center Inc Ratings,1701 E 23rd Avenue,Hutchinson,KS,67502,(620) 665-2001,Acute Care Hospitals,YES,4% worse,4.0,worse,12.2,12.3,13.7,20.7,3,1,173,AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Reno-County-KS.htm,2025-10-18T17:42:23.322134+00:00
KS,Republic,Republic County Hospital,Belleville,1h 52m,112.0,https://www.hospitalstats.org/hospital-ratings/republic-county-hospital-belleville-ks.htm,Republic County Hospital Ratings,2420 G Street,Belleville,KS,66935,(785) 527-2254,Critical Access Hospitals,YES,17% worse,17.0,worse,,,,21.8,,,112,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it,,https://www.hospitalstats.org/ER-Wait-Time/Republic-County-KS.htm,2025-10-18T17:42:25.237835+00:00
KS,Riley,Ascension Via Christi Hospital Manhattan,Manhattan,2h 17m,137.0,https://www.hospitalstats.org/hospital-ratings/ascension-via-christi-hospital-manhattan-manhattan-ks.htm,Ascension Via Christi Hospital Manhattan Ratings,1823 College Ave,Manhattan,KS,66502,(785) 776-2831,Acute Care Hospitals,YES,3% worse,3.0,worse,13.9,13.7,12.2,18.3,2,0,137,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Riley-County-KS.htm,2025-10-18T17:42:27.158384+00:00
KS,Russell,Russell Regional Hospital,Russell,1h 14m,74.0,https://www.hospitalstats.org/hospital-ratings/russell-regional-hospital-russell-ks.htm,Russell Regional Hospital Ratings,200 S Main Street,Russell,KS,67665,(785) 483-3131,Critical Access Hospitals,YES,3% better,3.0,better,,,,17.7,0,0,74,POOR,Rooms were often quiet at night,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Russell-County-KS.htm,2025-10-18T17:42:29.093878+00:00
KS,Saline,Salina Regional Health Center,Salina,2h 12m,132.0,https://www.hospitalstats.org/hospital-ratings/salina-regional-health-center-salina-ks.htm,Salina Regional Health Center Ratings,400 South Santa Fe Avenue,Salina,KS,67401,(785) 452-7000,Acute Care Hospitals,YES,9% worse,9.0,worse,14.3,14.1,15.2,18.7,19,0,132,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Saline-County-KS.htm,2025-10-18T17:42:30.992243+00:00
KS,Scott,Scott County Hospital,Scott City,1h 55m,115.0,https://www.hospitalstats.org/hospital-ratings/scott-county-hospital-scott-city-ks.htm,Scott County Hospital Ratings,201 Albert Avenue,Scott City,KS,67871,(620) 872-5811,Critical Access Hospitals,YES,0%,0.0,,,,,18.2,2,0,115,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Scott-County-KS.htm,2025-10-18T17:42:33.069357+00:00
KS,Sedgwick,Rock Regional Hospital,Derby,1h 43m,103.0,https://www.hospitalstats.org/hospital-ratings/rock-regional-hospital-derby-ks.htm,Rock Regional Hospital Ratings,3251 North Rock Road,Derby,KS,67037,(316) 425-2400,Acute Care Hospitals,YES,14% worse,14.0,worse,,,12.8,22.2,0,0,103,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Sedgwick-County-KS.htm,2025-10-18T17:42:38.933170+00:00
KS,Sedgwick,Wesley Medical Center,Wichita,2h 11m,131.0,https://www.hospitalstats.org/hospital-ratings/wesley-medical-center-wichita-ks.htm,Wesley Medical Center Ratings,550 N Hillside Street,Wichita,KS,67214,(316) 962-2000,Acute Care Hospitals,YES,24% better,24.0,better,10.0,9.4,9.5,16.8,19,3,131,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Sedgwick-County-KS.htm,2025-10-18T17:42:38.933170+00:00
KS,Sedgwick,Via Christi Hospital Wichita St Teresa,Wichita,2h 35m,155.0,https://www.hospitalstats.org/hospital-ratings/via-christi-hospital-wichita-st-teresa-wichita-ks.htm,Via Christi Hospital Wichita St Teresa Ratings,14800 West St Teresa,Wichita,KS,67235,(316) 268-5000,Acute Care Hospitals,YES,17% better,17.0,better,11.5,12.2,9.9,14.8,4,0,155,VERY GOOD,Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Sedgwick-County-KS.htm,2025-10-18T17:42:38.933170+00:00
KS,Sedgwick,Ascension Via Christi Hospitals Wichita.,Wichita,3h 1m,181.0,https://www.hospitalstats.org/hospital-ratings/ascension-via-christi-hospitals-wichita-wichita-ks.htm,Ascension Via Christi Hospitals Wichita. Ratings,929 North St Francis Street,Wichita,KS,67214,(316) 268-5000,Acute Care Hospitals,YES,5% worse,5.0,worse,10.6,16.2,13.0,19.6,39,8,181,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Sedgwick-County-KS.htm,2025-10-18T17:42:38.933170+00:00
KS,Sedgwick,Wichita Va Medical Center,Wichita,N/A,,https://www.hospitalstats.org/hospital-ratings/wichita-va-medical-center-wichita-ks.htm,Wichita Va Medical Center Ratings,5500 E. Kellog,Wichita,KS,67218,(316) 685-2221,Acute Care - Veterans Administration,YES,23% better,23.0,better,13.2,,8.7,12.7,,,,VERY GOOD,Doctors usually communicate well with patients; Rooms were often quiet at night,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Sedgwick-County-KS.htm,2025-10-18T17:42:38.933170+00:00
KS,Seward,Southwest Medical Center,Liberal,2h 20m,140.0,https://www.hospitalstats.org/hospital-ratings/southwest-medical-center-liberal-ks.htm,Southwest Medical Center Ratings,315 West 15th Street,Liberal,KS,67901,(620) 624-1651,Acute Care Hospitals,YES,8% worse,8.0,worse,,15.1,13.2,19.2,0,0,140,AVERAGE,Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Seward-County-KS.htm,2025-10-18T17:42:40.865275+00:00
KS,Shawnee,Stormont Vail Hospital,Topeka,3h 18m,198.0,https://www.hospitalstats.org/hospital-ratings/stormont-vail-hospital-topeka-ks.htm,Stormont Vail Hospital Ratings,1500 Sw 10th Avenue,Topeka,KS,66604,(785) 354-6121,Acute Care Hospitals,YES,4% worse,4.0,worse,12.6,15.1,13.4,18.0,10,7,198,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Shawnee-County-KS.htm,2025-10-18T17:42:44.862751+00:00
KS,Shawnee,University Of Kansas Health System - St Francis Campus,Topeka,3h 27m,207.0,https://www.hospitalstats.org/hospital-ratings/university-of-kansas-health-system--st-francis-campus-topeka-ks.htm,University Of Kansas Health System - St Francis Campus Ratings,1700 Sw 7th Street,Topeka,KS,66606,(785) 295-8000,Acute Care Hospitals,YES,5% worse,5.0,worse,13.1,13.1,10.6,22.6,9,1,207,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Shawnee-County-KS.htm,2025-10-18T17:42:44.862751+00:00
KS,Shawnee,Colmery-O'neil Va Medical Center,Topeka,N/A,,https://www.hospitalstats.org/hospital-ratings/colmery-oneil-va-medical-center-topeka-ks.htm,Colmery-O'neil Va Medical Center Ratings,2200 Sw Gage Boulevard,Topeka,KS,66622,(913) 682-2000,Acute Care - Veterans Administration,YES,10% better,10.0,better,,,12.4,14.9,,,,AVERAGE,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean; Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Shawnee-County-KS.htm,2025-10-18T17:42:44.862751+00:00
KS,Sheridan,Sheridan County Hospital,Hoxie,2h 6m,126.0,https://www.hospitalstats.org/hospital-ratings/sheridan-county-hospital-hoxie-ks.htm,Sheridan County Hospital Ratings,826 18th Street,Hoxie,KS,67740,(785) 675-3281,Critical Access Hospitals,YES,9% worse,9.0,worse,,,,20.1,0,0,126,POOR,Rooms were often quiet at night,Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Sheridan-County-KS.htm,2025-10-18T17:42:46.846728+00:00
KS,Sherman,Goodland Regional Medical Center,Goodland,1h 44m,104.0,https://www.hospitalstats.org/hospital-ratings/goodland-regional-medical-center-goodland-ks.htm,Goodland Regional Medical Center Ratings,220 West Second Street,Goodland,KS,67735,(785) 890-3625,Critical Access Hospitals,YES,24% better,24.0,better,,,,14.7,0,0,104,POOR,Nurses usually take time to communicate well; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Sherman-County-KS.htm,2025-10-18T17:42:48.817729+00:00
KS,Stanton,Stanton County Hospital,Johnson,2h 13m,133.0,https://www.hospitalstats.org/hospital-ratings/stanton-county-hospital-johnson-ks.htm,Stanton County Hospital Ratings,404 N Chestnut,Johnson,KS,67855,(620) 492-6250,Critical Access Hospitals,YES,,,,,,,,0,0,133,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Stanton-County-KS.htm,2025-10-18T17:42:50.798988+00:00
KS,Sumner,Caldwell Regional Medical Center,Caldwell,2h 12m,132.0,https://www.hospitalstats.org/hospital-ratings/caldwell-regional-medical-center-caldwell-ks.htm,Caldwell Regional Medical Center Ratings,761 W 175th St S,Caldwell,KS,67022,(620) 845-6492,Critical Access Hospitals,YES,8% worse,8.0,worse,,,,19.7,0,0,132,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Sumner-County-KS.htm,2025-10-18T17:42:52.762038+00:00
KS,Trego,Trego County Lemke Memorial Hospital,Wa Keeney,2h 6m,126.0,https://www.hospitalstats.org/hospital-ratings/trego-county-lemke-memorial-hospital-wa-keeney-ks.htm,Trego County Lemke Memorial Hospital Ratings,320 N Thirteenth St,Wa Keeney,KS,67672,(785) 743-2182,Critical Access Hospitals,YES,12% worse,12.0,worse,,,,20.6,0,0,126,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Trego-County-KS.htm,2025-10-18T17:42:54.771326+00:00
KS,Washington,Hanover Hospital,Hanover,1h 20m,80.0,https://www.hospitalstats.org/hospital-ratings/hanover-hospital-hanover-ks.htm,Hanover Hospital Ratings,205 S Hanover Street,Hanover,KS,66945,(785) 337-2214,Critical Access Hospitals,YES,,,,,,,,0,0,80,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Washington-County-KS.htm,2025-10-18T17:42:58.022925+00:00
KS,Washington,Washington County Hospital,Washington,1h 45m,105.0,https://www.hospitalstats.org/hospital-ratings/washington-county-hospital-washington-ks.htm,Washington County Hospital Ratings,304 E 3rd Street,Washington,KS,66968,(785) 325-2211,Critical Access Hospitals,YES,,,,,,,,0,0,105,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Washington-County-KS.htm,2025-10-18T17:42:58.022925+00:00
KS,Wilson,Wilson Medical Center,Neodesha,1h 39m,99.0,https://www.hospitalstats.org/hospital-ratings/wilson-medical-center-neodesha-ks.htm,Wilson Medical Center Ratings,Reece Campus 2600 Ottawa Road,Neodesha,KS,66757,(620) 325-2611,Critical Access Hospitals,YES,13% worse,13.0,worse,,,,21.0,0,0,99,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Wilson-County-KS.htm,2025-10-18T17:43:01.040834+00:00
KS,Wilson,Fredonia Regional Hospital,Fredonia,1h 58m,118.0,https://www.hospitalstats.org/hospital-ratings/fredonia-regional-hospital-fredonia-ks.htm,Fredonia Regional Hospital Ratings,1527 Madison,Fredonia,KS,66736,(620) 378-2121,Critical Access Hospitals,YES,,,,,,,,0,0,118,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Wilson-County-KS.htm,2025-10-18T17:43:01.040834+00:00
KS,Wyandotte,Providence Medical Center,Kansas City,2h 58m,178.0,https://www.hospitalstats.org/hospital-ratings/providence-medical-center-kansas-city-ks.htm,Providence Medical Center Ratings,8929 Parallel Parkway,Kansas City,KS,66112,(913) 596-4000,Acute Care Hospitals,YES,1% better,1.0,better,12.8,12.2,10.9,19.8,15,3,178,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Wyandotte-County-KS.htm,2025-10-18T17:43:04.001520+00:00
KS,Wyandotte,University Of Kansas Hospital,Kansas City,5h 16m,316.0,https://www.hospitalstats.org/hospital-ratings/university-of-kansas-hospital-kansas-city-ks.htm,University Of Kansas Hospital Ratings,4000 Cambridge Street,Kansas City,KS,66160,(913) 588-7332,Acute Care Hospitals,YES,10% better,10.0,better,12.7,15.4,8.3,14.8,193,7,316,VERY GOOD,Nurses usually take time to communicate well,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Wyandotte-County-KS.htm,2025-10-18T17:43:04.001520+00:00
KY,Adair,Tj Health Columbia,Columbia,1h 40m,100.0,https://www.hospitalstats.org/hospital-ratings/tj-health-columbia-columbia-ky.htm,Tj Health Columbia Ratings,901 Westlake Drive,Columbia,KY,42728,(270) 384-4753,Acute Care Hospitals,YES,1% worse,1.0,worse,,,,18.4,0,0,100,POOR,Rooms and facilities are usually clean; Rooms were often quiet at night,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Adair-County-KY.htm,2025-10-18T17:43:06.011942+00:00
KY,Barren,T J Samson Community Hospital,Glasgow,3h 42m,222.0,https://www.hospitalstats.org/hospital-ratings/t-j-samson-community-hospital-glasgow-ky.htm,T J Samson Community Hospital Ratings,1301 North Race Street,Glasgow,KY,42141,(270) 651-4159,Acute Care Hospitals,YES,4% worse,4.0,worse,13.7,14.1,11.8,19.4,1,0,222,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Barren-County-KY.htm,2025-10-18T17:43:08.962036+00:00
KY,Bell,Pineville Community Health Center,Pineville,1h 45m,105.0,https://www.hospitalstats.org/hospital-ratings/pineville-community-health-center-pineville-ky.htm,Pineville Community Health Center Ratings,850 Riverview Avenue,Pineville,KY,40977,(606) 337-3051,Acute Care Hospitals,YES,10% worse,10.0,worse,,,13.6,19.7,0,0,105,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Bell-County-KY.htm,2025-10-18T17:43:11.978633+00:00
KY,Bell,Middlesboro Arh Hospital,Middlesboro,2h 30m,150.0,https://www.hospitalstats.org/hospital-ratings/middlesboro-arh-hospital-middlesboro-ky.htm,Middlesboro Arh Hospital Ratings,3600 West Cumberland Avenue,Middlesboro,KY,40965,(606) 242-1100,Acute Care Hospitals,YES,19% worse,19.0,worse,,,12.7,24.4,1,1,150,AVERAGE,Nurses usually take time to communicate well,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Bell-County-KY.htm,2025-10-18T17:43:11.978633+00:00
KY,Boone,St Elizabeth Florence,Florence,2h 52m,172.0,https://www.hospitalstats.org/hospital-ratings/st-elizabeth-florence-florence-ky.htm,St Elizabeth Florence Ratings,4900 Houston Road,Florence,KY,41042,(859) 212-5220,Acute Care Hospitals,YES,0% better,0.0,better,13.0,14.8,9.2,19.3,13,0,172,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Boone-County-KY.htm,2025-10-18T17:43:13.915024+00:00
KY,Bourbon,Bourbon Community Hospital,Paris,1h 30m,90.0,https://www.hospitalstats.org/hospital-ratings/bourbon-community-hospital-paris-ky.htm,Bourbon Community Hospital Ratings,9 Linville Drive,Paris,KY,40361,(859) 987-3600,Acute Care Hospitals,YES,4% worse,4.0,worse,,,12.0,19.4,0,0,90,POOR,Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Bourbon-County-KY.htm,2025-10-18T17:43:15.804301+00:00
KY,Boyd,King's Daughters' Medical Center,Ashland,3h 26m,206.0,https://www.hospitalstats.org/hospital-ratings/kings-daughters-medical-center-ashland-ky.htm,King's Daughters' Medical Center Ratings,2201 Lexington Avenue,Ashland,KY,41101,(606) 408-4401,Acute Care Hospitals,YES,5% better,5.0,better,11.8,14.1,9.1,19.0,48,6,206,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Boyd-County-KY.htm,2025-10-18T17:43:17.869182+00:00
KY,Boyle,Ephraim Mcdowell Regional Medical Center,Danville,2h 36m,156.0,https://www.hospitalstats.org/hospital-ratings/ephraim-mcdowell-regional-medical-center-danville-ky.htm,Ephraim Mcdowell Regional Medical Center Ratings,217 South Third Street,Danville,KY,40422,(859) 239-2409,Acute Care Hospitals,YES,16% worse,16.0,worse,13.9,16.5,17.1,19.8,8,0,156,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Boyle-County-KY.htm,2025-10-18T17:43:19.827178+00:00
KY,Breathitt,Kentucky River Medical Center,Jackson,2h 16m,136.0,https://www.hospitalstats.org/hospital-ratings/kentucky-river-medical-center-jackson-ky.htm,Kentucky River Medical Center Ratings,540 Jett Drive,Jackson,KY,41339,(606) 666-6000,Acute Care Hospitals,YES,11% worse,11.0,worse,,,16.6,17.1,3,0,136,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Breathitt-County-KY.htm,2025-10-18T17:43:21.731574+00:00
