provider_ccn,provider_org_name,provider_city,provider_street_address,provider_state_fips,provider_zip5,provider_state_abbreviation,provider_ruca_code,provider_ruca_description,drg_code,drg_description,total_discharges,average_submitted_covered_charge,average_total_payment_amount,average_medicare_payment_amount
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",54,NERVOUS SYSTEM NEOPLASMS WITH MCC,22,77487.45,17523.77,10269.82
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",56,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,21,104444.19,23298.86,15625.52
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",57,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,46,42144.57,17466.59,9188.8
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,108,115318.23,21995.59,14614.66
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,64,63803.5,12061.44,7800.75
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",66,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,14,50292.79,10202.29,3802.79
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",69,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,17,41107.41,9321.82,5565.18
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",70,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,37,73907.7,18468.24,12409.78
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",71,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC,36,53988.19,14108.08,8240.44
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",73,CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC,15,65486.73,16372.47,11911.0
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",82,TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,20,163099.0,31580.9,17154.95
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",83,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,25,86546.0,14150.32,9552.88
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",84,TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC,14,75341.86,10504.21,7383.36
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",86,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,22,102265.0,15858.32,9251.59
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",91,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,29,77743.48,17871.28,11861.66
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",92,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,30,54156.2,14691.9,6370.5
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",100,SEIZURES WITH MCC,27,112440.44,23316.78,16018.33
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",101,SEIZURES WITHOUT MCC,66,38579.77,12117.18,6535.82
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",123,NEUROLOGICAL EYE DISORDERS,16,46437.5,9354.88,5887.5
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",141,MAJOR HEAD AND NECK PROCEDURES WITH CC,23,102555.7,20657.0,14154.09
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",142,MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC,13,92456.46,15605.77,12528.0
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",145,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",19,60309.05,11421.68,9108.68
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",163,MAJOR CHEST PROCEDURES WITH MCC,14,254827.0,52374.86,39071.07
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",164,MAJOR CHEST PROCEDURES WITH CC,41,88978.29,22659.73,18311.46
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,29,70027.31,16738.55,14113.52
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,12,125792.33,36852.75,18167.75
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",167,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,15,108883.47,22107.4,11712.2
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,35,57230.83,16897.26,10523.17
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",176,PULMONARY EMBOLISM WITHOUT MCC,16,49979.56,10888.06,6445.75
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,94,82039.46,19348.8,13489.6
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,36,42637.86,13252.44,7830.67
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",180,RESPIRATORY NEOPLASMS WITH MCC,23,71246.26,18223.48,12713.26
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,88,65905.52,14693.14,9595.67
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,44,57910.93,13267.41,8504.7
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,23,75100.48,14642.43,5790.22
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,58,57079.12,15614.71,8943.95
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,34,38043.74,10057.91,6608.85
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",196,INTERSTITIAL LUNG DISEASE WITH MCC,35,112609.57,23987.06,12687.14
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",200,PNEUMOTHORAX WITH CC,12,65299.83,12017.83,7597.0
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",202,BRONCHITIS AND ASTHMA WITH CC/MCC,11,48325.55,10892.45,7415.36
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",205,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,21,119269.9,23093.24,13131.62
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",206,OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC,11,57354.73,13353.91,5932.09
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,33,327202.24,62327.64,48827.88
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,46,161402.85,28691.52,21186.57
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",216,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,33,422074.94,85723.88,71115.39
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",217,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,11,216162.82,62778.64,40498.73
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",219,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,113,316817.53,76055.01,54568.61
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",220,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,92,223480.09,47001.34,36073.28
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC,30,301714.33,69712.6,45696.7
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,76,247682.92,51270.84,38424.59
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,78,181738.37,37708.97,25827.37
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,12,153938.92,28922.83,21422.08
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,14,130165.07,39599.71,19965.71
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,16,131111.25,39616.31,15444.0
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,12,131864.58,25255.33,21486.17
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,26,116783.62,21044.0,12128.08
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",252,OTHER VASCULAR PROCEDURES WITH MCC,32,149712.47,31024.31,24034.91
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",253,OTHER VASCULAR PROCEDURES WITH CC,33,129673.58,26414.82,18256.18
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,24,170016.33,49631.0,46889.71
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,178,144983.72,38623.93,36381.72
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,21,326943.71,85678.81,47010.52
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,37,180221.11,38109.46,29891.3
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,38,317883.37,56840.61,48295.82
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,16,140947.81,35560.94,24157.69
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",273,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,18,176472.0,39004.22,26201.78
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,204,101695.18,26368.19,23278.34
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",105,71536.58,17826.9,12008.9
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",48,58527.15,16614.31,7322.5
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",25,142735.08,27188.48,17482.2
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",106,117385.26,29300.83,14163.21
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",47,78768.34,15721.26,8776.87
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,176,52721.55,15616.52,9597.77
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",292,HEART FAILURE AND SHOCK WITH CC,23,43053.87,11936.61,6689.35
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",299,PERIPHERAL VASCULAR DISORDERS WITH MCC,25,84178.24,17939.36,12075.8
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",300,PERIPHERAL VASCULAR DISORDERS WITH CC,37,45044.3,12241.89,8164.59
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",303,ATHEROSCLEROSIS WITHOUT MCC,13,29809.62,9715.15,5380.46
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,36,52910.75,13845.44,9041.83
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,39,31912.97,8425.18,6043.23
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,27,25625.37,6781.59,4312.78
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,51,41121.75,10130.22,6455.78
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,47,97508.89,24695.62,16564.83
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,30,44652.93,11238.97,8019.43
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",326,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC",18,178709.67,41620.56,30659.78
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",327,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",23,144318.39,35676.78,16492.35
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",328,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC",14,84793.71,15271.21,11607.0
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,43,214742.77,51250.09,33736.16
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,72,92722.86,24574.72,16059.4
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,46,70361.09,16089.78,11406.07
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",354,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC,12,79181.0,19995.17,11972.83
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",355,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITHOUT CC/MCC,18,71293.72,12930.11,10336.56
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC,11,193065.73,48890.27,25081.82
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",371,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC,15,104944.27,21612.2,12505.47
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",372,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC,13,45929.08,14220.85,6461.69
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",374,DIGESTIVE MALIGNANCY WITH MCC,12,73422.42,21376.17,13656.83
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",375,DIGESTIVE MALIGNANCY WITH CC,24,28955.33,12839.96,8038.04
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,39,78808.13,21594.49,11841.82
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,53,45343.11,11893.81,7517.0
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",386,INFLAMMATORY BOWEL DISEASE WITH CC,12,48286.5,12940.42,7558.25
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",388,GASTROINTESTINAL OBSTRUCTION WITH MCC,16,57333.75,18228.12,10176.31
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",389,GASTROINTESTINAL OBSTRUCTION WITH CC,33,31462.67,10147.64,6066.48
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",37,58513.35,16581.49,9630.0
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",98,31653.92,11322.63,6246.98
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,26,74130.81,17179.92,11422.81
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,41,33847.46,11808.22,7453.0
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",395,OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,12,32081.75,8994.83,4678.17
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",406,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH CC",40,135240.8,27443.98,21415.6
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,11,92846.36,20915.09,9031.0
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,20,64894.75,18550.65,13568.85
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",433,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH CC,20,39932.75,11955.1,8077.05
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC,12,70468.08,22051.5,11408.92
