provider_ccn,provider_org_name,provider_street_address,provider_city,provider_state_abbreviation,provider_state_fips,provider_zip5,provider_ruca_code,provider_ruca_description,apc_code,apc_description,beneficiary_count,apc_services,average_total_submitted_charges,average_medicare_allowed_amount,average_medicare_payment_amount,outlier_services,average_medicare_outlier_amount
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,12,13,6557.15,1332.1,1061.34,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,52,55,8485.58,2764.35,2191.13,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5114,Level 4 Musculoskeletal Procedures,66,68,11878.8,6097.24,4855.31,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5115,Level 5 Musculoskeletal Procedures,59,59,23743.54,11031.49,9431.49,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5116,Level 6 Musculoskeletal Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5153,Level 3 Airway Endoscopy,23,23,5001.43,1484.49,1179.09,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5154,Level 4 Airway Endoscopy,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5155,Level 5 Airway Endoscopy,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5163,Level 3 ENT Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5164,Level 4 ENT Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5165,Level 5 ENT Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5166,Cochlear Implant Procedure,13,14,52695.71,30862.99,29262.99,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5182,Level 2 Vascular Procedures,12,14,4134.33,1381.62,1100.8,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5183,Level 3 Vascular Procedures,70,80,9279.55,2712.68,2144.49,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5184,Level 4 Vascular Procedures,45,49,12889.01,4773.02,3791.16,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5191,Level 1 Endovascular Procedures,251,254,7413.22,2738.4,1920.1,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5192,Level 2 Endovascular Procedures,82,95,12394.62,4843.13,3853.07,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5193,Level 3 Endovascular Procedures,150,157,30891.0,9580.68,7984.42,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5194,Level 4 Endovascular Procedures,11,11,36375.15,15918.31,14318.31,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5212,Level 2 Electrophysiologic Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5213,Level 3 Electrophysiologic Procedures,11,11,53944.16,21748.45,20132.06,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5222,Level 2 Pacemaker and Similar Procedures,15,15,17222.06,7579.97,6039.32,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5223,Level 3 Pacemaker and Similar Procedures,99,99,21896.68,9513.61,7909.76,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5224,Level 4 Pacemaker and Similar Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5231,Level 1 ICD and Similar Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5232,Level 2 ICD and Similar Procedures,18,18,67379.53,29697.05,28097.05,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5302,Level 2 Upper GI Procedures,30,33,3960.42,1617.14,1293.41,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5313,Level 3 Lower GI Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5331,Complex GI Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5341,Abdominal/Peritoneal/Biliary and Related Procedures,12,12,10410.59,3289.05,2620.54,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5361,Level 1 Laparoscopy and Related Services,87,89,13825.92,4807.77,3820.99,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5362,Level 2 Laparoscopy and Related Services,29,29,20079.74,8200.46,6600.46,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5372,Level 2 Urology and Related Services,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5373,Level 3 Urology and Related Services,79,84,6521.67,1708.32,1353.37,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5374,Level 4 Urology and Related Services,94,105,8410.59,2939.56,2335.78,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5375,Level 5 Urology and Related Services,99,107,10553.0,4301.47,3411.05,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5376,Level 6 Urology and Related Services,42,42,13578.48,7946.23,6346.23,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5377,Level 7 Urology and Related Services,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5378,Level 8 Urology and Related Services,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5414,Level 4 Gynecologic Procedures,21,21,9388.6,2476.51,1938.79,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5415,Level 5 Gynecologic Procedures,12,13,10983.02,4304.45,3415.7,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5416,Level 6 Gynecologic Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5431,Level 1 Nerve Procedures,28,31,5604.69,1669.3,1324.19,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5461,Level 1 Neurostimulator and Related Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5462,Level 2 Neurostimulator and Related Procedures,14,17,10010.43,6132.35,4885.94,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5463,Level 3 Neurostimulator and Related Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5464,Level 4 Neurostimulator and Related Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5465,Level 5 Neurostimulator and Related Procedures,21,21,38499.38,27183.51,25583.51,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5491,Level 1 Intraocular Procedures,83,127,5292.82,1972.85,1564.03,0,0.0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5492,Level 2 Intraocular Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5627,Level 7 Radiation Therapy,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5881,Ancillary Outpatient Services When Patient Dies,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,150,158,6967.66,2250.54,1793.44,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,817,962,8692.28,1282.13,1013.69,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,139,145,22787.79,2172.42,1721.29,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,29,30,37747.56,3010.75,2398.81,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,42,43,57111.39,5111.74,4046.43,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,12,13,59999.47,7711.88,6144.42,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,52,56,17931.45,1216.08,961.91,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,85,86,29527.31,2558.67,2025.24,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5114,Level 4 Musculoskeletal Procedures,137,140,51603.91,5530.53,4350.52,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5115,Level 5 Musculoskeletal Procedures,164,170,65556.61,11066.46,9466.46,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5116,Level 6 Musculoskeletal Procedures,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5153,Level 3 Airway Endoscopy,246,407,7234.41,1391.9,1106.26,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5154,Level 4 Airway Endoscopy,187,245,26890.98,2863.04,2267.42,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5155,Level 5 Airway Endoscopy,123,127,46100.34,5418.53,4316.28,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5163,Level 3 ENT Procedures,29,31,7676.01,1184.52,934.33,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5164,Level 4 ENT Procedures,61,77,19251.57,2433.5,1932.42,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5165,Level 5 ENT Procedures,205,215,41197.1,4560.02,3606.85,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5166,Cochlear Implant Procedure,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5182,Level 2 Vascular Procedures,102,105,8935.51,1285.02,1018.57,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5183,Level 3 Vascular Procedures,328,398,19087.31,2525.31,1993.1,11,4244.79
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5184,Level 4 Vascular Procedures,107,135,38838.49,3949.52,3108.2,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5191,Level 1 Endovascular Procedures,674,704,33716.0,2542.35,1773.07,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5192,Level 2 Endovascular Procedures,101,111,35367.39,4474.26,3545.39,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5193,Level 3 Endovascular Procedures,198,229,66472.94,8923.45,7320.18,13,1463.67
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5194,Level 4 Endovascular Procedures,40,40,98998.14,15014.64,13414.64,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5212,Level 2 Electrophysiologic Procedures,18,18,65877.46,5896.4,4697.94,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5213,Level 3 Electrophysiologic Procedures,279,287,153840.68,20052.52,18451.89,18,1555.78
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5222,Level 2 Pacemaker and Similar Procedures,31,31,26213.35,6781.32,5328.31,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5223,Level 3 Pacemaker and Similar Procedures,37,37,52173.58,8643.47,7038.74,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5224,Level 4 Pacemaker and Similar Procedures,21,21,70275.61,16318.09,14718.09,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5231,Level 1 ICD and Similar Procedures,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5232,Level 2 ICD and Similar Procedures,51,51,124916.48,26973.94,25373.94,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5302,Level 2 Upper GI Procedures,384,463,14665.86,1466.26,1157.74,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5303,Level 3 Upper GI Procedures,58,60,27463.2,2712.22,2141.48,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5313,Level 3 Lower GI Procedures,75,82,20747.7,2194.67,1756.36,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5331,Complex GI Procedures,60,87,36856.03,4549.78,3613.96,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5341,Abdominal/Peritoneal/Biliary and Related Procedures,57,89,23674.38,2965.23,2327.84,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5361,Level 1 Laparoscopy and Related Services,167,175,39732.59,4425.66,3492.91,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5362,Level 2 Laparoscopy and Related Services,133,134,61330.0,7821.32,6221.32,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5372,Level 2 Urology and Related Services,529,747,3831.79,547.7,434.62,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5373,Level 3 Urology and Related Services,294,339,12393.46,1583.59,1250.0,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5374,Level 4 Urology and Related Services,133,172,23971.28,2666.9,2095.21,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5375,Level 5 Urology and Related Services,139,154,38115.1,4021.37,3182.54,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5376,Level 6 Urology and Related Services,15,18,48658.17,6831.04,5307.77,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5377,Level 7 Urology and Related Services,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5378,Level 8 Urology and Related Services,37,39,58778.01,15317.56,13717.46,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5414,Level 4 Gynecologic Procedures,43,44,28430.43,2476.22,1972.92,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5415,Level 5 Gynecologic Procedures,48,48,35219.14,3857.19,3032.11,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5416,Level 6 Gynecologic Procedures,65,65,41658.75,5991.57,4739.08,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5431,Level 1 Nerve Procedures,87,93,14010.97,1508.42,1186.5,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5432,Level 2 Nerve Procedures,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5461,Level 1 Neurostimulator and Related Procedures,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5462,Level 2 Neurostimulator and Related Procedures,21,26,21617.68,5338.63,4253.55,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5463,Level 3 Neurostimulator and Related Procedures,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5464,Level 4 Neurostimulator and Related Procedures,23,25,59126.76,18798.12,17198.12,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5465,Level 5 Neurostimulator and Related Procedures,42,42,90631.13,23360.37,21749.61,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5471,Implantation of Drug Infusion Device,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5491,Level 1 Intraocular Procedures,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5492,Level 2 Intraocular Procedures,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5627,Level 7 Radiation Therapy,42,43,70278.58,6610.44,5241.48,0,0.0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5881,Ancillary Outpatient Services When Patient Dies,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,305,326,21487.6,2074.47,1664.38,,
010034,Community Hospital Inc,805 Friendship Road,Tallassee,AL,01,36078,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,,,,,,,
010034,Community Hospital Inc,805 Friendship Road,Tallassee,AL,01,36078,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,,,,,,,
010034,Community Hospital Inc,805 Friendship Road,Tallassee,AL,01,36078,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,,,,,,,
010034,Community Hospital Inc,805 Friendship Road,Tallassee,AL,01,36078,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5302,Level 2 Upper GI Procedures,14,19,2554.47,1446.02,1139.25,0,0.0
010034,Community Hospital Inc,805 Friendship Road,Tallassee,AL,01,36078,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,,,,,
010034,Community Hospital Inc,805 Friendship Road,Tallassee,AL,01,36078,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5361,Level 1 Laparoscopy and Related Services,,,,,,,
010034,Community Hospital Inc,805 Friendship Road,Tallassee,AL,01,36078,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5491,Level 1 Intraocular Procedures,,,,,,,
010034,Community Hospital Inc,805 Friendship Road,Tallassee,AL,01,36078,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,,,,,,,
