Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_St,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,APC_Cd,APC_Desc,Bene_Cnt,CAPC_Srvcs,Avg_Tot_Sbmtd_Chrgs,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Outlier_Srvcs,Avg_Mdcr_Outlier_Amt
010024,Jackson Hospital & Clinic Inc,1725 Pine Street,Montgomery,AL,01,36106,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5492,Level 2 Intraocular Procedures,,,,,,,
010024,Jackson Hospital & Clinic Inc,1725 Pine Street,Montgomery,AL,01,36106,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",,,,,,,
010024,Jackson Hospital & Clinic Inc,1725 Pine Street,Montgomery,AL,01,36106,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,133,139,13357.47352518,1937.3064028777,1503.7520143885,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,122,132,5998.949469697,1221.3415909091,967.95840909091,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,28,29,9786.1924137931,2398.8,1911.24,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,18,18,15392.317222222,5518.81,4397.1,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,12,13,6557.1453846154,1332.1,1061.34,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,52,55,8485.5794545455,2764.3483636364,2191.1258181818,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5114,Level 4 Musculoskeletal Procedures,66,68,11878.797794118,6097.2389705882,4855.31,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5115,Level 5 Musculoskeletal Procedures,59,59,23743.537966102,11031.493728814,9431.4937288136,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5116,Level 6 Musculoskeletal Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5153,Level 3 Airway Endoscopy,23,23,5001.4347826087,1484.4939130435,1179.0895652174,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5154,Level 4 Airway Endoscopy,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5155,Level 5 Airway Endoscopy,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5163,Level 3 ENT Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5164,Level 4 ENT Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5165,Level 5 ENT Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5166,Cochlear Implant Procedure,13,14,52695.706428571,30862.99,29262.99,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5182,Level 2 Vascular Procedures,12,14,4134.3285714286,1381.62,1100.8,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5183,Level 3 Vascular Procedures,70,80,9279.546125,2712.68325,2144.49,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5184,Level 4 Vascular Procedures,45,49,12889.008571428,4773.0157142857,3791.1610204082,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5191,Level 1 Endovascular Procedures,251,254,7413.2213779527,2738.4046850394,1920.0983858268,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5192,Level 2 Endovascular Procedures,82,95,12394.621263158,4843.1343157895,3853.0748421053,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5193,Level 3 Endovascular Procedures,150,157,30890.997770701,9580.6821656051,7984.4157324841,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5194,Level 4 Endovascular Procedures,11,11,36375.145454545,15918.31,14318.31,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5212,Level 2 Electrophysiologic Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5213,Level 3 Electrophysiologic Procedures,11,11,53944.161818182,21748.448181818,20132.060909091,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5222,Level 2 Pacemaker and Similar Procedures,15,15,17222.062,7579.97,6039.32,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5223,Level 3 Pacemaker and Similar Procedures,99,99,21896.681313131,9513.6133333333,7909.7634343434,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5224,Level 4 Pacemaker and Similar Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5231,Level 1 ICD and Similar Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5232,Level 2 ICD and Similar Procedures,18,18,67379.530555555,29697.05,28097.05,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5302,Level 2 Upper GI Procedures,30,33,3960.4206060606,1617.1406060606,1293.4112121212,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5313,Level 3 Lower GI Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5331,Complex GI Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5341,Abdominal/Peritoneal/Biliary and Related Procedures,12,12,10410.589166667,3289.05,2620.54,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5361,Level 1 Laparoscopy and Related Services,87,89,13825.916292135,4807.7666292135,3820.9885393258,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5362,Level 2 Laparoscopy and Related Services,29,29,20079.740344827,8200.4593103448,6600.4593103448,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5372,Level 2 Urology and Related Services,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5373,Level 3 Urology and Related Services,79,84,6521.6671428571,1708.3189285714,1353.3730952381,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5374,Level 4 Urology and Related Services,94,105,8410.5949523809,2939.5574285714,2335.7761904762,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5375,Level 5 Urology and Related Services,99,107,10553.001588785,4301.4723364486,3411.0473831776,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5376,Level 6 Urology and Related Services,42,42,13578.483571428,7946.23,6346.23,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5377,Level 7 Urology and Related Services,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5378,Level 8 Urology and Related Services,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5414,Level 4 Gynecologic Procedures,21,21,9388.5995238095,2476.5076190476,1938.7933333333,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5415,Level 5 Gynecologic Procedures,12,13,10983.022307692,4304.4484615385,3415.7007692308,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5416,Level 6 Gynecologic Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5431,Level 1 Nerve Procedures,28,31,5604.6932258064,1669.2964516129,1324.1941935484,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5461,Level 1 Neurostimulator and Related Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5462,Level 2 Neurostimulator and Related Procedures,14,17,10010.433529412,6132.35,4885.94,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5463,Level 3 Neurostimulator and Related Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5464,Level 4 Neurostimulator and Related Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5465,Level 5 Neurostimulator and Related Procedures,21,21,38499.383809524,27183.51,25583.51,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5491,Level 1 Intraocular Procedures,83,127,5292.8222047244,1972.8506299213,1564.0253543307,0,0
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5492,Level 2 Intraocular Procedures,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5627,Level 7 Radiation Therapy,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5881,Ancillary Outpatient Services When Patient Dies,,,,,,,
010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,01,36801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,150,158,6967.6646835443,2250.5386075949,1793.4421518987,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,817,962,8692.2761850312,1282.1326611227,1013.686018711,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,139,145,22787.791241379,2172.418137931,1721.2947586207,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,29,30,37747.56,3010.75,2398.81,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,42,43,57111.388837209,5111.7362790698,4046.4276744186,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,12,13,59999.472307692,7711.88,6144.42,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,52,56,17931.454642857,1216.0789285714,961.91410714286,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,85,86,29527.310232558,2558.668255814,2025.2402325581,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5114,Level 4 Musculoskeletal Procedures,137,140,51603.913928571,5530.5326428571,4350.5197857143,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5115,Level 5 Musculoskeletal Procedures,164,170,65556.606470588,11066.456235294,9466.4562352941,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5116,Level 6 Musculoskeletal Procedures,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5153,Level 3 Airway Endoscopy,246,407,7234.4076658477,1391.8980835381,1106.2597297297,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5154,Level 4 Airway Endoscopy,187,245,26890.981020408,2863.0367755102,2267.4228979592,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5155,Level 5 Airway Endoscopy,123,127,46100.335433071,5418.5285826772,4316.2802362205,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5163,Level 3 ENT Procedures,29,31,7676.0090322581,1184.5167741935,934.32516129032,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5164,Level 4 ENT Procedures,61,77,19251.570909091,2433.5041558441,1932.4244155844,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5165,Level 5 ENT Procedures,205,215,41197.100651163,4560.0208837209,3606.8483255814,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5166,Cochlear Implant Procedure,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5182,Level 2 Vascular Procedures,102,105,8935.5115238095,1285.0155238095,1018.5675238095,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5183,Level 3 Vascular Procedures,328,398,19087.307939698,2525.3139698493,1993.1013316583,11,4244.7871454545
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5184,Level 4 Vascular Procedures,107,135,38838.494296296,3949.5181481481,3108.2046666667,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5191,Level 1 Endovascular Procedures,674,704,33716.002102273,2542.3513778409,1773.07484375,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5192,Level 2 Endovascular Procedures,101,111,35367.394504504,4474.263963964,3545.3918918919,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5193,Level 3 Endovascular Procedures,198,229,66472.936812227,8923.4488209606,7320.177860262,13,1463.6669384615
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5194,Level 4 Endovascular Procedures,40,40,98998.138,15014.64,13414.64,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5212,Level 2 Electrophysiologic Procedures,18,18,65877.456111111,5896.4,4697.94,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5213,Level 3 Electrophysiologic Procedures,279,287,153840.67567944,20052.524878049,18451.890243902,18,1555.7826666667
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5222,Level 2 Pacemaker and Similar Procedures,31,31,26213.35,6781.3203225806,5328.3103225806,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5223,Level 3 Pacemaker and Similar Procedures,37,37,52173.581351351,8643.4691891892,7038.7364864865,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5224,Level 4 Pacemaker and Similar Procedures,21,21,70275.60952381,16318.09,14718.09,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5231,Level 1 ICD and Similar Procedures,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5232,Level 2 ICD and Similar Procedures,51,51,124916.48019608,26973.939019608,25373.939019608,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5302,Level 2 Upper GI Procedures,384,463,14665.856263499,1466.2592440605,1157.736112311,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5303,Level 3 Upper GI Procedures,58,60,27463.198833333,2712.2243333333,2141.478,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5313,Level 3 Lower GI Procedures,75,82,20747.703292683,2194.6737804878,1756.3643902439,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5331,Complex GI Procedures,60,87,36856.032068965,4549.7828735632,3613.9635632184,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5341,Abdominal/Peritoneal/Biliary and Related Procedures,57,89,23674.383033708,2965.2324719101,2327.8443820225,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5361,Level 1 Laparoscopy and Related Services,167,175,39732.593942857,4425.6561142857,3492.9078857143,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5362,Level 2 Laparoscopy and Related Services,133,134,61330.003283582,7821.3224626866,6221.3224626866,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5372,Level 2 Urology and Related Services,529,747,3831.7933601071,547.69539491298,434.62348058902,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5373,Level 3 Urology and Related Services,294,339,12393.462654867,1583.5856932153,1250.0033038348,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5374,Level 4 Urology and Related Services,133,172,23971.282674418,2666.8979651163,2095.2128488372,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5375,Level 5 Urology and Related Services,139,154,38115.100194805,4021.368051948,3182.5402597402,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5376,Level 6 Urology and Related Services,15,18,48658.166111111,6831.0388888889,5307.7688888889,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5377,Level 7 Urology and Related Services,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5378,Level 8 Urology and Related Services,37,39,58778.010769231,15317.555128205,13717.456410256,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5414,Level 4 Gynecologic Procedures,43,44,28430.430681818,2476.22,1972.92,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5415,Level 5 Gynecologic Procedures,48,48,35219.143541667,3857.189375,3032.109375,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5416,Level 6 Gynecologic Procedures,65,65,41658.753846154,5991.5747692308,4739.0827692308,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5431,Level 1 Nerve Procedures,87,93,14010.969032258,1508.4162365591,1186.5021505376,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5432,Level 2 Nerve Procedures,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5461,Level 1 Neurostimulator and Related Procedures,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5462,Level 2 Neurostimulator and Related Procedures,21,26,21617.684615385,5338.6338461538,4253.5476923077,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5463,Level 3 Neurostimulator and Related Procedures,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5464,Level 4 Neurostimulator and Related Procedures,23,25,59126.7568,18798.12,17198.12,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5465,Level 5 Neurostimulator and Related Procedures,42,42,90631.13047619,23360.369523809,21749.607619048,0,0
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5471,Implantation of Drug Infusion Device,,,,,,,
010033,University Of Alabama Hospital,619 South 19th Street,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5491,Level 1 Intraocular Procedures,,,,,,,
