Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
National,,National,497,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITHOUT CC/,1056,65825.375,13477.304924,10481.107008
National,,National,498,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES OF HIP AND FEMUR WITH CC/MCC,791,114387.02023,24574.147914,20663.026549
National,,National,499,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES OF HIP AND FEMUR WITHOUT CC/MCC,142,56064.915493,13087.830986,10185.028169
National,,National,500,SOFT TISSUE PROCEDURES WITH MCC,2020,141635.65545,30602.44505,26020.138119
National,,National,501,SOFT TISSUE PROCEDURES WITH CC,4195,81544.575685,16468.916091,12982.54112
National,,National,502,SOFT TISSUE PROCEDURES WITHOUT CC/MCC,1671,68158.797726,13350.837223,9957.758827
National,,National,503,FOOT PROCEDURES WITH MCC,785,116118.3707,24016.458599,21082.759236
National,,National,504,FOOT PROCEDURES WITH CC,2427,80326.351463,16041.657602,13144.333745
National,,National,505,FOOT PROCEDURES WITHOUT CC/MCC,755,80341.864901,16085.264901,13154.211921
National,,National,506,MAJOR THUMB OR JOINT PROCEDURES,369,67522.176152,14095.292683,10915.598916
National,,National,507,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES WITH CC/MCC,378,91208.772487,18017.679894,14928.383598
National,,National,508,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES WITHOUT CC/MCC,73,73998.30137,16064.082192,10552.493151
National,,National,509,ARTHROSCOPY,14,90092,13069.071429,12063.357143
National,,National,510,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH MCC",922,130698.61822,24431.105206,20782.034707
National,,National,511,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH CC",2673,94933.641227,17481.033296,14489.805088
National,,National,512,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITHOUT CC/MCC",1379,80954.82306,14288.139956,11450.406091
National,,National,513,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITH CC/MCC",1503,72091.012641,15346.008649,12417.604125
National,,National,514,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITHOUT CC/MCC",344,52867.281977,10280.354651,7489.0116279
National,,National,515,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,4251,138565.46742,27599.755587,24120.098565
National,,National,516,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,10971,95318.507246,18035.17291,14979.177012
National,,National,517,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,6327,74086.02924,13510.65829,10792.116801
National,,National,518,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,2198,170390.85487,34445.410828,29444.675614
National,,National,519,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,7381,98297.507384,18724.041322,15165.120038
National,,National,520,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,4084,74552.095739,13697.830803,10413.093781
National,,National,521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,15242,128110.94069,25044.533919,22530.455649
National,,National,522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,42555,95619.167383,18044.21229,15612.871719
National,,National,533,FRACTURES OF FEMUR WITH MCC,795,63347.445283,13278.498113,11037.700629
National,,National,534,FRACTURES OF FEMUR WITHOUT MCC,2213,33885.282874,7184.1373701,5488.1441482
National,,National,535,FRACTURES OF HIP AND PELVIS WITH MCC,7259,56491.675851,11774.320292,9751.0497314
National,,National,536,FRACTURES OF HIP AND PELVIS WITHOUT MCC,18142,35560.063389,7196.286738,5406.0715467
National,,National,537,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITH CC/MCC",840,42066.588095,9150.1333333,7103.9119048
National,,National,538,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITHOUT CC/MCC",281,30614.6121,6455.1459075,4690.0213523
National,,National,539,OSTEOMYELITIS WITH MCC,2963,80467.067837,18514.479244,15237.043199
National,,National,540,OSTEOMYELITIS WITH CC,2662,53621.167919,12351.7284,9966.6855748
National,,National,541,OSTEOMYELITIS WITHOUT CC/MCC,350,35962.628571,8513.2885714,6348.0857143
National,,National,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,8123,78453.368337,16856.087529,14060.538471
National,,National,543,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,13958,47214.948488,9981.1556813,7858.7842098
National,,National,544,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/M,3083,34663.462536,7039.1926695,5225.7826792
National,,National,545,CONNECTIVE TISSUE DISORDERS WITH MCC,3134,108555.2358,26684.233886,22289.389279
National,,National,546,CONNECTIVE TISSUE DISORDERS WITH CC,3065,53731.819902,12362.719739,9562.5866232
National,,National,547,CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,788,38370.229695,9478.4593909,6646.3692893
National,,National,548,SEPTIC ARTHRITIS WITH MCC,575,82964.584348,17849.761739,15500.431304
National,,National,549,SEPTIC ARTHRITIS WITH CC,1119,52270.512958,11365.577301,9073.2680965
National,,National,550,SEPTIC ARTHRITIS WITHOUT CC/MCC,255,37254.72549,8971.8431373,6896.9333333
National,,National,551,MEDICAL BACK PROBLEMS WITH MCC,14480,74356.790608,15231.61395,12668.435773
National,,National,552,MEDICAL BACK PROBLEMS WITHOUT MCC,46194,45874.472204,8991.9702126,6852.7323245
National,,National,553,BONE DISEASES AND ARTHROPATHIES WITH MCC,2231,56412.061856,13528.736441,11090.875392
National,,National,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,9125,36508.79737,8258.2694795,6295.4386849
National,,National,555,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,2081,62989.539164,13532.54493,11485.404133
National,,National,556,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,7830,37837.964496,7930.7145594,6095.4873563
National,,National,557,"TENDONITIS, MYOSITIS AND BURSITIS WITH MCC",4387,63485.771826,13505.710964,11113.274447
National,,National,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",7358,39197.569584,8280.0810003,6280.6731449
National,,National,559,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",2813,76875.541415,18715.381088,15910.389264
National,,National,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",4698,42818.963389,12438.596637,10670.369945
National,,National,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",1936,31754.726756,11587.935434,10006.857955
National,,National,562,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITH MCC",6567,62614.2843,13238.183189,11106.760774
National,,National,563,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",21132,40308.910468,8096.846962,6128.5088491
National,,National,564,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH MCC,5378,68209.749535,14319.322983,11977.109706
National,,National,565,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,6911,45929.711619,9550.21719,7303.290696
National,,National,566,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITHOUT CC/MCC,1332,36004.521772,7963.4196697,5076.0998498
National,,National,570,SKIN DEBRIDEMENT WITH MCC,2279,113538.79903,26024.719175,22221.491005
National,,National,571,SKIN DEBRIDEMENT WITH CC,4160,70320.148077,14807.035577,12100.660577
National,,National,572,SKIN DEBRIDEMENT WITHOUT CC/MCC,726,53060.940771,11406.141873,8575.5798898
National,,National,573,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH MCC,582,220371.69588,51372.78866,42456.632302
National,,National,574,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH CC,1025,136541.9922,31355.124878,25905.062439
National,,National,575,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITHOUT CC/MCC,105,105987.24762,19652.180952,16899.8
National,,National,576,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH MCC,442,254793.20814,60028.563348,52684.504525
National,,National,577,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH CC,1357,135064.79366,28169.647752,23370.524687
National,,National,578,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITHOUT CC/MCC,675,87845.127407,18683.198519,14753.401481
National,,National,579,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH MCC",3617,129723.72961,28613.221454,24353.9342
National,,National,580,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC",6597,79938.892678,16047.742307,12882.997271
National,,National,581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",1865,75257.669169,14124.271314,10576.634316
National,,National,582,MASTECTOMY FOR MALIGNANCY WITH CC/MCC,307,89316.86645,18108.439739,15259.052117
National,,National,583,MASTECTOMY FOR MALIGNANCY WITHOUT CC/MCC,277,87572.949458,15513.216606,11362.454874
National,,National,584,"BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITH CC/MCC",508,102073.34449,21209.98622,16103.933071
National,,National,585,"BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITHOUT CC/MCC",549,106944.91257,18800.537341,13300.276867
National,,National,592,SKIN ULCERS WITH MCC,2779,71374.627924,16647.395106,14072.096438
National,,National,593,SKIN ULCERS WITH CC,3354,45258.800239,10758.434407,8657.1258199
National,,National,594,SKIN ULCERS WITHOUT CC/MCC,306,31247.637255,7658.2320261,6028.2189542
National,,National,595,MAJOR SKIN DISORDERS WITH MCC,893,95793.19037,21089.235162,18096.386338
National,,National,596,MAJOR SKIN DISORDERS WITHOUT MCC,1741,46697.943711,11080.484204,8566.5496841
National,,National,597,MALIGNANT BREAST DISORDERS WITH MCC,1475,77078.961356,16472.834576,13469.304407
National,,National,598,MALIGNANT BREAST DISORDERS WITH CC,925,51591.117838,10866.251892,8609.7383784
National,,National,599,MALIGNANT BREAST DISORDERS WITHOUT CC/MCC,29,40622.862069,6918.1034483,5396.2413793
National,,National,600,NON-MALIGNANT BREAST DISORDERS WITH CC/MCC,549,42503.850638,10632.761384,7910.989071
National,,National,601,NON-MALIGNANT BREAST DISORDERS WITHOUT CC/MCC,186,25589.204301,6762.1935484,4429.7580645
National,,National,602,CELLULITIS WITH MCC,19815,56982.111734,12954.830583,10775.442695
National,,National,603,CELLULITIS WITHOUT MCC,61791,35381.692415,8317.1523361,6257.9273033
National,,National,604,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC",3651,69088.82224,14321.654889,12148.930704
National,,National,605,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC",11494,43989.153732,8759.5789977,6697.8895946
National,,National,606,MINOR SKIN DISORDERS WITH MCC,1662,67596.961492,16000.462094,12854.516847
National,,National,607,MINOR SKIN DISORDERS WITHOUT MCC,4119,37358.487983,8795.7642632,6675.4224326
National,,National,614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,2084,125866.04415,26131.175624,20114.971209
National,,National,615,ADRENAL AND PITUITARY PROCEDURES WITHOUT CC/MCC,1092,82576.967033,15373.6337,11510.137363
National,,National,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",2822,156688.30546,33797.278526,28904.955705
National,,National,617,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",11417,81924.697556,17720.87685,14125.155295
National,,National,618,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/M",54,46928.592593,9954.537037,7639.1296296
National,,National,619,O.R. PROCEDURES FOR OBESITY WITH MCC,516,126288.70543,28440.5,22479.455426
National,,National,620,O.R. PROCEDURES FOR OBESITY WITH CC,2358,79225.862595,16272.98855,11832.097116
National,,National,621,O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,6277,69144.434921,14471.929903,10322.532101
National,,National,622,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WIT",1895,148421.92612,31797.530871,27372.853826
National,,National,623,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WIT",4122,79271.920427,17367.543426,13884.060893
National,,National,624,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WIT",130,47436.030769,9789.8538462,6974.6461538
National,,National,625,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH MCC",538,149136.91078,30090.990706,24445.979554
National,,National,626,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH CC",1083,84455.20591,16000.20868,12970.865189
National,,National,627,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITHOUT CC/MCC",909,69693.668867,12414.986799,9396.3432343
National,,National,628,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH MCC",2722,157189.10029,34028.912197,29954.397869
National,,National,629,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH CC",3888,96476.147119,20512.71322,16619.386831
National,,National,630,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITHOUT CC/MCC",119,84729.504202,14019.529412,10206.327731
National,,National,637,DIABETES WITH MCC,28565,62614.196989,13074.495572,10777.908594
National,,National,638,DIABETES WITH CC,32669,39499.580673,8605.3409654,6526.5658882
National,,National,639,DIABETES WITHOUT CC/MCC,4312,28696.159787,6260.3673469,4428.6973562
National,,National,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",73654,55678.412836,12072.46489,10066.31299
National,,National,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",65319,34713.30968,7391.3539246,5585.8050184
National,,National,642,INBORN AND OTHER DISORDERS OF METABOLISM,1630,61131.312883,14696.958896,11534.809816
National,,National,643,ENDOCRINE DISORDERS WITH MCC,13176,70956.122268,15250.2182,12712.493473
National,,National,644,ENDOCRINE DISORDERS WITH CC,12621,45493.915696,9771.3155851,7686.0351002
National,,National,645,ENDOCRINE DISORDERS WITHOUT CC/MCC,3423,34317.903593,7205.8404908,5214.3809524
National,,National,650,KIDNEY TRANSPLANT WITH HEMODIALYSIS WITH MCC,2880,397470.29514,57834.585069,46663.759722
National,,National,651,KIDNEY TRANSPLANT WITH HEMODIALYSIS WITHOUT MCC,1020,343257.18235,46411.662745,34542.671569
National,,National,652,KIDNEY TRANSPLANT,6913,317947.32866,44167.421091,26451.664545
National,,National,653,MAJOR BLADDER PROCEDURES WITH MCC,1408,249530.7848,55610.387074,46851.435369
National,,National,654,MAJOR BLADDER PROCEDURES WITH CC,3290,147388.37842,29386.294529,22589.235562
National,,National,655,MAJOR BLADDER PROCEDURES WITHOUT CC/MCC,1042,110717.69482,21570.979846,17176.759117
National,,National,656,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH MCC,2248,159033.66504,33023.265569,27251.659698
National,,National,657,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH CC,5817,96267.622314,17779.458828,14052.56885
National,,National,658,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC,4432,79771.688177,14663.96435,11043.762861
National,,National,659,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH MCC,9736,114663.8333,23845.171939,20310.940016
National,,National,660,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC,18214,65829.377512,12648.783189,9898.8429779
National,,National,661,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITHOUT CC/MCC,9932,53687.54259,9718.5097664,6981.4157269
National,,National,662,MINOR BLADDER PROCEDURES WITH MCC,971,132835.15654,27743.15654,24316.433574
National,,National,663,MINOR BLADDER PROCEDURES WITH CC,1796,70219.654232,13482.156459,11184.919265
National,,National,664,MINOR BLADDER PROCEDURES WITHOUT CC/MCC,427,53845.903981,10265.861827,8013.0983607
National,,National,665,PROSTATECTOMY WITH MCC,627,138465.33174,26697.031898,23908.783094
National,,National,666,PROSTATECTOMY WITH CC,1242,78450.81562,15027.707729,12688.932367
National,,National,667,PROSTATECTOMY WITHOUT CC/MCC,321,52391.707165,9225.4205607,6932.1682243
National,,National,668,TRANSURETHRAL PROCEDURES WITH MCC,1737,134534.68739,26073.97582,22647.56304
National,,National,669,TRANSURETHRAL PROCEDURES WITH CC,3767,72884.80223,14084.242899,11768.056544
National,,National,670,TRANSURETHRAL PROCEDURES WITHOUT CC/MCC,751,47515.720373,9040.3288948,6826.2889481
National,,National,671,URETHRAL PROCEDURES WITH CC/MCC,307,79534.504886,17899.179153,14729.338762
National,,National,672,URETHRAL PROCEDURES WITHOUT CC/MCC,126,61305.650794,11127.206349,8231.3650794
National,,National,673,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,14083,156729.67912,34058.043386,29091.088049
National,,National,674,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH CC,5583,105541.24288,22117.759448,18273.682608
National,,National,675,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITHOUT CC/MCC,299,79547.334448,15282.545151,12206.538462
National,,National,682,RENAL FAILURE WITH MCC,80197,62650.501652,13275.647057,11114.08019
National,,National,683,RENAL FAILURE WITH CC,82015,38766.805816,8329.1254405,6417.656953
National,,National,684,RENAL FAILURE WITHOUT CC/MCC,7199,27497.182525,5862.4896513,4090.1953049
National,,National,686,KIDNEY AND URINARY TRACT NEOPLASMS WITH MCC,1677,84294.549195,17982.097197,14582.276685
National,,National,687,KIDNEY AND URINARY TRACT NEOPLASMS WITH CC,2059,48615.249636,10002.72171,7841.1170471
National,,National,688,KIDNEY AND URINARY TRACT NEOPLASMS WITHOUT CC/MCC,177,39074.169492,9708.0508475,7160.4745763
National,,National,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,80547,48355.735608,10243.029424,8463.9658709
National,,National,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,90553,35459.359149,7463.0364317,5721.1126523
National,,National,693,URINARY STONES WITH MCC,1376,66818.863372,14038.095203,11461.662791
National,,National,694,URINARY STONES WITHOUT MCC,5617,38771.537297,7743.1233755,5622.0053409
National,,National,695,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITH MCC,1166,50546.157804,11287.178388,9635.880789
National,,National,696,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITHOUT MCC,4494,30888.075434,6663.6537606,4960.3718291
National,,National,697,URETHRAL STRICTURE,415,45576.339759,9239.3590361,7356.3012048
National,,National,698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,74002,69283.76352,14724.899759,12411.44165
National,,National,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,35129,45008.79413,9977.6161576,7851.6681374
National,,National,700,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITHOUT CC/MCC,2026,30901.611056,7323.4333662,5322.2235933
National,,National,707,MAJOR MALE PELVIC PROCEDURES WITH CC/MCC,2012,106980.55417,20320.178926,15185.105865
National,,National,708,MAJOR MALE PELVIC PROCEDURES WITHOUT CC/MCC,2418,82930.865178,15338.899917,9629.4925558
National,,National,709,PENIS PROCEDURES WITH CC/MCC,304,111013.79276,24700.375,21321.8125
National,,National,710,PENIS PROCEDURES WITHOUT CC/MCC,148,72366.182432,14769.513514,11024.445946
National,,National,711,TESTES PROCEDURES WITH CC/MCC,315,97674.850794,21356.501587,17257.101587
National,,National,712,TESTES PROCEDURES WITHOUT CC/MCC,69,52550.884058,14596,10740.521739
National,,National,713,TRANSURETHRAL PROSTATECTOMY WITH CC/MCC,4044,68915.172601,13580.250742,10934.005687
National,,National,714,TRANSURETHRAL PROSTATECTOMY WITHOUT CC/MCC,948,48720.197257,9115.7457806,6837.7130802
National,,National,715,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITH CC/MCC,353,101679.96601,21374.065156,17780.883853
National,,National,716,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITHOUT CC/MCC,55,72635.563636,12086.963636,10092.872727
National,,National,717,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITH CC/MCC,1710,89097.406433,16759.481287,13589.936257
National,,National,718,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITHOUT CC/MCC,407,68495.769042,11835.27027,8973.8378378
National,,National,722,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH MCC",789,77014.858048,17784.252218,14859.376426
National,,National,723,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC",1129,52470.88574,11192.426041,8885.6811337
National,,National,724,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",48,30560.083333,8167.1458333,5344.7291667
National,,National,725,BENIGN PROSTATIC HYPERTROPHY WITH MCC,818,54843.041565,11667.380196,9666.2616137
National,,National,726,BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,2255,33898.749889,7413.0501109,5466.6944568
National,,National,727,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITH MCC,1211,63960.511974,14460.046243,11892.786127
National,,National,728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,2915,36384.302573,8042.5008576,5938.0099485
National,,National,729,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITH CC/MCC,470,46484.653191,10495.43617,8426.2978723
National,,National,730,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,70,30174.357143,6400.5571429,4654.5285714
National,,National,734,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITH CC/MCC",406,119378.57143,23985.312808,18582.140394
National,,National,735,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITHOUT CC/MCC",164,74116.079268,12692.262195,9449.8231707
National,,National,736,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH MCC,530,195865.87925,43300.154717,35307.524528
National,,National,737,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,2074,108934.67068,20523.429122,16008.95323
National,,National,738,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITHOUT CC/MCC,380,83382.618421,13715.805263,10106.110526
National,,National,739,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH MCC,418,198619.59809,41213.851675,33757.349282
National,,National,740,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,1703,99124.76512,18201.731063,14444.346447
National,,National,741,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITHOUT CC/MCC,964,79374.470954,12791.728216,9992.6981328
National,,National,742,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,2702,96264.689859,18099.69393,13981.393042
National,,National,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,2950,66293.422712,11488.451864,8308.4067797
National,,National,744,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC",1116,97292.356631,19186.043907,15845.46595
National,,National,745,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITHOUT CC/MCC",91,68303.351648,11877.56044,10065.10989
National,,National,746,"VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC",1054,88394.42315,16842.632827,13336.329222
National,,National,747,"VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC",882,50491.442177,9232.1496599,6890.3276644
National,,National,748,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,907,71673.259096,12978.098126,10199.197354
National,,National,749,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITH CC/MCC,782,131028.3376,26006.694373,21209.710997
National,,National,750,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,91,73651.868132,14300.725275,10828.043956
National,,National,754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH MCC",1758,81989.806598,17961.380546,14489.486917
National,,National,755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC",1848,53185.222403,11275.422619,8800.7678571
National,,National,756,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",140,53179.885714,11484.607143,8896.8285714
National,,National,757,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH MCC",741,64934.902834,12722.101215,10901.248313
National,,National,758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC",886,44282.998871,9015.5485327,7052.1478555
National,,National,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",208,28641.644231,6570.8894231,4586.5721154
National,,National,760,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITH CC/MCC,1442,45847.567961,9669.8869626,7586.7475728
National,,National,761,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITHOUT CC/MCC,163,32973.858896,6755.404908,4938.7300613
National,,National,768,VAGINAL DELIVERY WITH O.R. PROCEDURES EXCEPT STERILIZATION AND/OR D&C,82,44240.036585,13999.780488,10588.963415
National,,National,769,POSTPARTUM AND POST ABORTION DIAGNOSES WITH O.R. PROCEDURES,48,74213,17202.729167,14349.375
National,,National,770,"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",40,50702.75,8831.45,6168.725
National,,National,776,POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT O.R. PROCEDURES,286,31186.034965,8072.2237762,6358.5874126
National,,National,779,ABORTION WITHOUT D&C,33,48582.121212,12545.787879,10614.151515
