Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_St,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
010024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,01,36106,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",812,RED BLOOD CELL DISORDERS WITHOUT MCC,20,32131.4,6175.3,4853.95
010024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,01,36106,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,33,137658.9697,30413.515152,25297.909091
010024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,01,36106,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,16,180270.1875,44556.25,35605.875
010024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,01,36106,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,175,66802.52,13362.491429,11223.588571
010024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,01,36106,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,30,34641.2,7011.9333333,5649.4
010024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,01,36106,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,13,147711.30769,30411.769231,28976.923077
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,16,29600.875,14147.5625,11854.3125
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,29,15958.310345,7105.5517241,5024.4137931
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",071,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC,13,27301.692308,7110.0769231,5655.5384615
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",092,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,11,20037.363636,7202.4545455,5999.8181818
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,44,51203.068182,15339.636364,12763.409091
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,46,30337.934783,8748.0869565,6918.326087
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,31,24105.516129,8002.4516129,6127.7419355
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,12,16271.5,6272,4986.1666667
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,52,31835.076923,10366.480769,7750.6730769
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,20,19909.1,6326.65,4255.75
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,16,67898.125,18649.9375,17106.5625
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITHOUT MCC,14,82205.571429,34602.214286,29707.142857
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,20,70638.85,27737.55,25354.35
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,11,39016.909091,21592.636364,13142.909091
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,14,59736.428571,15578.428571,10868.928571
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",253,OTHER VASCULAR PROCEDURES WITH CC,11,36665.545455,18532.090909,17328.272727
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,12,60699.416667,42596.666667,39716.416667
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",21,54044.571429,19554.142857,16323.333333
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",13,27349.615385,7145.0769231,5789.0769231
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,119,26462.201681,9918.6302521,7811.907563
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,14,23579.428571,9382.3571429,7052.5
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,25,14049.12,5715,3963.24
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,12,10118.416667,4985.25,2582
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,11,13331.818182,6918.9090909,4322.0909091
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,14,41026.785714,14980.142857,13202.071429
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,13,55133.153846,21336.230769,18789.153846
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,12,27114.333333,11907.916667,10378.166667
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,31,20539.548387,7715.2903226,5285.0645161
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",389,GASTROINTESTINAL OBSTRUCTION WITH CC,15,15290.066667,6774.0666667,4021.2
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",390,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,17,11122.882353,4837.5882353,2788.8235294
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",29,16535.448276,7272.2758621,4011.1034483
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,12,30811.666667,11733.5,9875.5
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,209,29670.15311,15554.133971,9682.784689
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,35,30233.257143,14721.342857,12995.057143
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,37,30979.405405,15726,12720.324324
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",603,CELLULITIS WITHOUT MCC,17,25930.823529,6855.2941176,4924.3529412
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",637,DIABETES WITH MCC,17,29366.588235,10361.117647,9298.4705882
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",638,DIABETES WITH CC,14,19759.071429,6763.3571429,4322.5714286
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",18,34903.666667,9476.5,7981.7777778
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",28,18912.357143,6387.6071429,4053.5714286
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",682,RENAL FAILURE WITH MCC,31,26809.612903,11735.580645,9038.7096774
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",683,RENAL FAILURE WITH CC,29,19902.862069,6843.862069,5139.7931034
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,33,25776.848485,8923,7223.6060606
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,36,21226.25,6894.6388889,4517.8055556
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,27,42455,13650.962963,11454.592593
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",812,RED BLOOD CELL DISORDERS WITHOUT MCC,29,19544.137931,6789.8275862,5203.8275862
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,32,104311.125,46962.09375,40665.09375
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,148,42285.567568,16195.695946,14170.898649
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,32,25632.6875,7914.53125,5775.28125
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",885,PSYCHOSES,24,26278.208333,9709.4583333,7660.875
010029,East Alabama Medical Center,Opelika,2000 Pepperell Parkway,01,36801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,13,91433,54132.307692,34447.846154
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",003,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",61,1206510.9672,252513.16393,203643.85246
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",004,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",35,613286.8,133438.82857,110010.8
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",005,LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT,13,688216.15385,129615.92308,91768.153846
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",012,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH CC",35,207403.54286,35233.057143,27298.657143
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",013,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITHOUT CC/MCC",13,146453.76923,24701.692308,20503.384615
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",016,AUTOLOGOUS BONE MARROW TRANSPLANT WITH CC/MCC,37,204285.62162,65865.810811,39724.135135
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",018,CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL AND OTHER IMMUNOTHERAPIES,46,1576143.5652,304007.65217,288903.08696
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",020,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH MCC,16,299226.0625,84727.5625,60976.5
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",023,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,47,226623.91489,55384.340426,38744.425532
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",025,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,80,245034.5375,46736.175,35282.9125
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",026,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC,31,114038.48387,25825.612903,19039.870968
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",027,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,67,101496.76119,20828.820896,16884.134328
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",028,SPINAL PROCEDURES WITH MCC,12,309469.75,87855.75,37396.583333
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",029,SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS,14,186003.42857,44438.571429,21199.5
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",032,VENTRICULAR SHUNT PROCEDURES WITH CC,13,108120.23077,20035.153846,13165.461538
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",039,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,12,72088.916667,16108.166667,6792.5833333
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",054,NERVOUS SYSTEM NEOPLASMS WITH MCC,22,77487.454545,17523.772727,10269.818182
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",056,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,21,104444.19048,23298.857143,15625.52381
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",057,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,46,42144.565217,17466.586957,9188.8043478
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,108,115318.23148,21995.592593,14614.657407
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,64,63803.5,12061.4375,7800.75
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,14,50292.785714,10202.285714,3802.7857143
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",069,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,17,41107.411765,9321.8235294,5565.1764706
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",070,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,37,73907.702703,18468.243243,12409.783784
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",071,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC,36,53988.194444,14108.083333,8240.4444444
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",073,CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC,15,65486.733333,16372.466667,11911
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",082,TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,20,163099,31580.9,17154.95
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",083,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,25,86546,14150.32,9552.88
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",084,TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC,14,75341.857143,10504.214286,7383.3571429
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",086,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,22,102265,15858.318182,9251.5909091
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",091,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,29,77743.482759,17871.275862,11861.655172
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",092,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,30,54156.2,14691.9,6370.5
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",100,SEIZURES WITH MCC,27,112440.44444,23316.777778,16018.333333
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",101,SEIZURES WITHOUT MCC,66,38579.772727,12117.181818,6535.8181818
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",123,NEUROLOGICAL EYE DISORDERS,16,46437.5,9354.875,5887.5
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",141,MAJOR HEAD AND NECK PROCEDURES WITH CC,23,102555.69565,20657,14154.086957
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",142,MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC,13,92456.461538,15605.769231,12528
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",145,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",19,60309.052632,11421.684211,9108.6842105
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",163,MAJOR CHEST PROCEDURES WITH MCC,14,254827,52374.857143,39071.071429
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",164,MAJOR CHEST PROCEDURES WITH CC,41,88978.292683,22659.731707,18311.463415
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,29,70027.310345,16738.551724,14113.517241
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,12,125792.33333,36852.75,18167.75
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",167,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,15,108883.46667,22107.4,11712.2
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,35,57230.828571,16897.257143,10523.171429
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",176,PULMONARY EMBOLISM WITHOUT MCC,16,49979.5625,10888.0625,6445.75
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,94,82039.457447,19348.797872,13489.595745
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,36,42637.861111,13252.444444,7830.6666667
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,01,35233,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",180,RESPIRATORY NEOPLASMS WITH MCC,23,71246.26087,18223.478261,12713.26087
