Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,Srvc_Lvl,APC_Cd,APC_Desc,HCPCS_Cd,HCPCS_Desc,Bene_Cnt,CAPC_Srvcs,Avg_Tot_Sbmtd_Chrgs,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Outlier_Srvcs,Avg_Mdcr_Outlier_Amt
State,08,Colorado,APC,5166,Cochlear Implant Procedure,,,127,128,305634.54546875,32554.47703125,30950.94578125,0,0
State,08,Colorado,APC,5182,Level 2 Vascular Procedures,,,1025,1073,10041.722348555,1466.3555172414,1162.4981453868,13,5864.2853230769
State,08,Colorado,APC,5183,Level 3 Vascular Procedures,,,2494,2725,25715.726488073,2948.2559192661,2342.1306275229,26,6209.2008461538
State,08,Colorado,APC,5184,Level 4 Vascular Procedures,,,560,605,57509.858033058,4939.932892562,3918.7231404959,42,4211.6895333333
State,08,Colorado,APC,5191,Level 1 Endovascular Procedures,,,3487,3498,31061.357684391,2957.0795826186,2074.3897026873,37,4092.7056648649
State,08,Colorado,APC,5192,Level 2 Endovascular Procedures,,,740,943,39887.650774125,5174.2785577943,4113.9879639448,22,4456.1348363636
State,08,Colorado,APC,5193,Level 3 Endovascular Procedures,,,1730,1862,96809.853614393,10474.30255102,8881.0659398496,221,2890.378520362
State,08,Colorado,APC,5194,Level 4 Endovascular Procedures,,,548,565,128550.34939823,16825.089292035,15227.569964602,22,2795.9244090909
State,08,Colorado,APC,5200,Implantation Wireless PA Pressure Monitor,,,,,,,,,
State,08,Colorado,APC,5211,Level 1 Electrophysiologic Procedures,,,,,,,,,
State,08,Colorado,APC,5212,Level 2 Electrophysiologic Procedures,,,106,107,54089.588691589,6681.6480373832,5316.4062616822,,
State,08,Colorado,APC,5213,Level 3 Electrophysiologic Procedures,,,1822,1850,170370.99061081,23210.004864865,21607.785324324,97,6243.3005484536
State,08,Colorado,APC,5222,Level 2 Pacemaker and Similar Procedures,,,528,531,48063.583163842,8136.6026177024,6534.5279284369,,
State,08,Colorado,APC,5223,Level 3 Pacemaker and Similar Procedures,,,855,855,72387.807321637,10296.198070175,8696.0226549708,29,1781.1665586207
State,08,Colorado,APC,5224,Level 4 Pacemaker and Similar Procedures,,,138,140,118670.91085714,18435.6135,16841.123571428,,
State,08,Colorado,APC,5231,Level 1 ICD and Similar Procedures,,,69,69,143384.68391304,21773.689565217,20170.584347826,0,0
State,08,Colorado,APC,5232,Level 2 ICD and Similar Procedures,,,296,296,226341.17881757,31643.177567568,30040.50097973,,
State,08,Colorado,APC,5244,Level 4 Blood Product Exchange and Related Services,,,,,,,,,
State,08,Colorado,APC,5302,Level 2 Upper GI Procedures,,,2834,3225,13734.191255814,1729.3544837209,1378.2217953488,14,5947.4891
State,08,Colorado,APC,5303,Level 3 Upper GI Procedures,,,473,501,26573.095628742,3202.8394211577,2546.853512974,,
State,08,Colorado,APC,5313,Level 3 Lower GI Procedures,,,433,440,18519.306522727,2547.0359090909,2050.9869545454,0,0
State,08,Colorado,APC,5331,Complex GI Procedures,,,449,534,42898.033277154,5161.5220037453,4106.9816853933,,
State,08,Colorado,APC,5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,1004,1062,30331.972015066,3514.8215913371,2791.3506403013,37,4491.5410324324
State,08,Colorado,APC,5361,Level 1 Laparoscopy and Related Services,,,2446,2455,45928.063547861,5182.641401222,4117.5609572301,66,3622.1726545454
State,08,Colorado,APC,5362,Level 2 Laparoscopy and Related Services,,,1798,1800,81201.095316666,8974.7012944444,7371.8384277778,78,2424.0606564102
State,08,Colorado,APC,5372,Level 2 Urology and Related Services,,,1164,1531,3918.5205094709,621.90978445462,489.85084258655,,
State,08,Colorado,APC,5373,Level 3 Urology and Related Services,,,1505,1881,13743.761132376,1841.1057894737,1462.3120733652,,
State,08,Colorado,APC,5374,Level 4 Urology and Related Services,,,1500,1668,24741.92264988,3209.1969364508,2551.9722422062,,
State,08,Colorado,APC,5375,Level 5 Urology and Related Services,,,1832,1927,35005.418837571,4709.2903736378,3745.9525687597,56,3965.9494
State,08,Colorado,APC,5376,Level 6 Urology and Related Services,,,329,331,58989.196223565,8637.9447432024,7038.9829909365,,
State,08,Colorado,APC,5377,Level 7 Urology and Related Services,,,53,59,62619.458644068,11792.558983051,10192.558983051,0,0
State,08,Colorado,APC,5378,Level 8 Urology and Related Services,,,83,83,133330.88168675,18589.302650602,16988.937349397,,
State,08,Colorado,APC,5414,Level 4 Gynecologic Procedures,,,569,571,24628.294185639,2818.1504028021,2238.1718038529,,
State,08,Colorado,APC,5415,Level 5 Gynecologic Procedures,,,220,232,34590.532198276,4603.3136637931,3656.8,,
State,08,Colorado,APC,5416,Level 6 Gynecologic Procedures,,,64,64,59497.42859375,6812.34171875,5391.21359375,,
State,08,Colorado,APC,5431,Level 1 Nerve Procedures,,,1187,1332,14966.31472973,1784.9267717718,1415.8978228228,,
State,08,Colorado,APC,5432,Level 2 Nerve Procedures,,,33,33,52003.98,6219.9509090909,4950.2742424242,,
State,08,Colorado,APC,5461,Level 1 Neurostimulator and Related Procedures,,,60,60,33953.215666667,3215.4136666667,2553.1803333333,,
State,08,Colorado,APC,5462,Level 2 Neurostimulator and Related Procedures,,,138,146,30951.996506849,6402.9187671233,5099.3576027397,0,0
State,08,Colorado,APC,5463,Level 3 Neurostimulator and Related Procedures,,,39,39,87877.547692308,11834.878974359,10230.924615385,,
State,08,Colorado,APC,5464,Level 4 Neurostimulator and Related Procedures,,,208,224,124741.76602679,21081.204464286,19479.484866071,,
State,08,Colorado,APC,5465,Level 5 Neurostimulator and Related Procedures,,,343,347,173376.49325648,28940.533688761,27339.497723343,,
State,08,Colorado,APC,5471,Implantation of Drug Infusion Device,,,31,33,112037.86151515,15839.639393939,14232.790909091,0,0
State,08,Colorado,APC,5491,Level 1 Intraocular Procedures,,,2484,3730,10230.442962467,2144.5375227882,1704.7593217158,0,0
State,08,Colorado,APC,5492,Level 2 Intraocular Procedures,,,721,817,20428.860183598,3913.0675887393,3110.3282986536,,
State,08,Colorado,APC,5493,Level 3 Intraocular Procedures,,,,,,,,,
State,08,Colorado,APC,5494,Level 4 Intraocular Procedures,,,,,,,,,
State,08,Colorado,APC,5495,Level 5 Intraocular Procedures,,,,,,,,,
State,08,Colorado,APC,5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,362,368,17103.957961957,2086.144673913,1657.7907336957,,
State,08,Colorado,APC,5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",,,55,58,31221.474137931,3465.8720689655,2757.3331034483,0,0
State,08,Colorado,APC,5627,Level 7 Radiation Therapy,,,178,199,113217.67708543,7635.3767336683,6081.3434673367,44,5094.4908
State,08,Colorado,APC,5881,Ancillary Outpatient Services When Patient Dies,,,11,11,106677.40818182,12276.562727273,10676.562727273,,
State,08,Colorado,APC,8011,Comprehensive Observation Services,,,11252,12021,31209.850100657,2418.9403452292,1948.100652192,91,4688.8016
State,09,Connecticut,APC,5072,Level 2 Excision/ Biopsy/ Incision and Drainage,,,3474,3818,9763.0411760084,1696.7784232583,1345.4928287061,20,5417.24792
State,09,Connecticut,APC,5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,1337,1471,15738.761053705,2899.1217946975,2303.0642012236,,
State,09,Connecticut,APC,5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,614,642,21506.338333333,3920.0568691589,3108.8592834891,,
State,09,Connecticut,APC,5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,517,517,34017.01868472,6763.7106769826,5379.4470019342,25,3114.022128
State,09,Connecticut,APC,5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,,,43,45,36497.127777778,9826.6955555556,8226.6955555556,,
State,09,Connecticut,APC,5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,25,27,67472.264814815,18068.712962963,16468.712962963,0,0
State,09,Connecticut,APC,5112,Level 2 Musculoskeletal Procedures,,,672,708,9979.2469067797,1628.9008757062,1290.8883615819,,
State,09,Connecticut,APC,5113,Level 3 Musculoskeletal Procedures,,,725,735,16468.894748299,3326.4440952381,2633.3666258503,,
State,09,Connecticut,APC,5114,Level 4 Musculoskeletal Procedures,,,1166,1182,34541.659187817,7493.9113028765,5954.9941455161,31,3098.1343806452
State,09,Connecticut,APC,5115,Level 5 Musculoskeletal Procedures,,,4468,4608,50191.479034288,14831.783684896,13230.413474392,50,3383.820048
State,09,Connecticut,APC,5116,Level 6 Musculoskeletal Procedures,,,201,202,82540.316287129,24712.338712871,23111.21990099,15,4137.71876
State,09,Connecticut,APC,5153,Level 3 Airway Endoscopy,,,194,200,10830.84495,1816.24245,1442.6815,0,0
State,09,Connecticut,APC,5154,Level 4 Airway Endoscopy,,,582,595,18146.529058824,3788.429210084,3010.6391092437,,
State,09,Connecticut,APC,5155,Level 5 Airway Endoscopy,,,314,318,27786.513679245,6987.09,5547.7608805031,,
State,09,Connecticut,APC,5163,Level 3 ENT Procedures,,,53,54,8825.0868518518,1583.95,1251.7796296296,0,0
State,09,Connecticut,APC,5164,Level 4 ENT Procedures,,,69,69,15041.678405797,3209.415942029,2554.4856521739,0,0
State,09,Connecticut,APC,5165,Level 5 ENT Procedures,,,352,353,28542.445240793,6060.4280169972,4803.7069971671,18,4022.2689888889
State,09,Connecticut,APC,5166,Cochlear Implant Procedure,,,33,34,88817.932647059,37595.510588235,35995.510588235,0,0
State,09,Connecticut,APC,5182,Level 2 Vascular Procedures,,,536,565,8034.6081946903,1696.9908849558,1344.5348318584,,
State,09,Connecticut,APC,5183,Level 3 Vascular Procedures,,,1666,1724,16005.745933875,3406.4626508121,2704.3273491879,24,5078.0562
State,09,Connecticut,APC,5184,Level 4 Vascular Procedures,,,415,444,32036.473355856,5564.2791216216,4408.3243243243,31,9212.4624967742
State,09,Connecticut,APC,5191,Level 1 Endovascular Procedures,,,2142,2150,20040.90532093,3374.5482976744,2362.6199162791,,
State,09,Connecticut,APC,5192,Level 2 Endovascular Procedures,,,380,409,31572.057212714,6000.5209779951,4767.3181418093,15,3956.00324
State,09,Connecticut,APC,5193,Level 3 Endovascular Procedures,,,798,853,58024.580715123,11878.113845252,10295.993446659,52,3113.2421384615
State,09,Connecticut,APC,5194,Level 4 Endovascular Procedures,,,198,203,72646.067438424,19564.436206896,17967.519950739,,
State,09,Connecticut,APC,5200,Implantation Wireless PA Pressure Monitor,,,76,76,90431.304736842,31474.329605263,29873.360131579,,
State,09,Connecticut,APC,5212,Level 2 Electrophysiologic Procedures,,,34,34,39091.345,7798.6891176471,6224.8811764706,,
State,09,Connecticut,APC,5213,Level 3 Electrophysiologic Procedures,,,612,620,95230.959467742,26805.551741935,25204.140532258,19,2909.7917578947
State,09,Connecticut,APC,5222,Level 2 Pacemaker and Similar Procedures,,,376,377,31275.951618037,9523.8581167109,7920.5753050398,,
State,09,Connecticut,APC,5223,Level 3 Pacemaker and Similar Procedures,,,643,644,35740.685667702,11874.047282609,10271.530698758,0,0
State,09,Connecticut,APC,5224,Level 4 Pacemaker and Similar Procedures,,,100,100,60853.8381,21783.3819,20181.4162,,
State,09,Connecticut,APC,5231,Level 1 ICD and Similar Procedures,,,62,62,64695.707903226,25614.049516129,24014.049516129,0,0
State,09,Connecticut,APC,5232,Level 2 ICD and Similar Procedures,,,250,251,99009.256055777,36545.177928287,34945.177928287,,
State,09,Connecticut,APC,5302,Level 2 Upper GI Procedures,,,1948,2165,10377.301533487,1999.7315658199,1592.2751732102,,
State,09,Connecticut,APC,5303,Level 3 Upper GI Procedures,,,294,300,18283.6626,3674.5300333333,2911.6190333333,,
State,09,Connecticut,APC,5313,Level 3 Lower GI Procedures,,,471,481,13243.168232848,2853.0355717256,2282.7894802495,,
State,09,Connecticut,APC,5331,Complex GI Procedures,,,250,306,23086.078562091,6001.6627777778,4776.3754575163,19,3217.7794526316
State,09,Connecticut,APC,5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,862,1004,18414.421105578,4024.6072211155,3195.8394123506,15,3896.2434933333
State,09,Connecticut,APC,5361,Level 1 Laparoscopy and Related Services,,,1610,1620,27841.791617284,5919.1502777778,4687.9246049383,45,3515.3153155556
State,09,Connecticut,APC,5362,Level 2 Laparoscopy and Related Services,,,745,749,42828.677610147,10185.034272363,8582.3658210948,34,1387.3473764706
State,09,Connecticut,APC,5372,Level 2 Urology and Related Services,,,1677,2600,2491.0712653846,697.27035384615,550.09848076924,,
State,09,Connecticut,APC,5373,Level 3 Urology and Related Services,,,1757,2136,10800.485931648,2082.1188483146,1651.9328698502,,
State,09,Connecticut,APC,5374,Level 4 Urology and Related Services,,,1763,1958,15210.467385087,3685.8223646578,2926.5931154239,,
State,09,Connecticut,APC,5375,Level 5 Urology and Related Services,,,1798,1887,20423.686465289,5373.9107631161,4270.6071436142,,
State,09,Connecticut,APC,5376,Level 6 Urology and Related Services,,,99,100,30966.443,9785.9528,8185.9528,,
State,09,Connecticut,APC,5377,Level 7 Urology and Related Services,,,,,,,,,
State,09,Connecticut,APC,5378,Level 8 Urology and Related Services,,,46,47,60428.808085106,21325.408510638,19715.791489362,0,0
State,09,Connecticut,APC,5414,Level 4 Gynecologic Procedures,,,559,570,14521.108017544,3140.5965964912,2491.5230526316,0,0
State,09,Connecticut,APC,5415,Level 5 Gynecologic Procedures,,,212,213,22701.116713615,5221.2915492958,4134.555258216,0,0
State,09,Connecticut,APC,5416,Level 6 Gynecologic Procedures,,,125,125,34645.79664,7890.21784,6298.65432,,
State,09,Connecticut,APC,5431,Level 1 Nerve Procedures,,,462,525,10717.292952381,2058.4325523809,1632.533447619,,
State,09,Connecticut,APC,5432,Level 2 Nerve Procedures,,,18,18,39896.178333333,6799.1783333333,5351.385,,
State,09,Connecticut,APC,5461,Level 1 Neurostimulator and Related Procedures,,,33,33,21443.325454545,3677.7366666667,2912.7636363636,,
State,09,Connecticut,APC,5462,Level 2 Neurostimulator and Related Procedures,,,103,112,26200.872589286,7429.260625,5916.7574107143,,
State,09,Connecticut,APC,5463,Level 3 Neurostimulator and Related Procedures,,,,,,,,,
State,09,Connecticut,APC,5464,Level 4 Neurostimulator and Related Procedures,,,139,146,59970.236506849,24600.650479452,22999.102534246,,
State,09,Connecticut,APC,5465,Level 5 Neurostimulator and Related Procedures,,,104,104,99924.057788462,32499.173076923,30898.582884615,0,0
State,09,Connecticut,APC,5471,Implantation of Drug Infusion Device,,,28,28,50332.796785714,18742.768571428,17142.768571428,,
State,09,Connecticut,APC,5491,Level 1 Intraocular Procedures,,,2664,4052,9280.4422433366,2272.2503010859,1803.828780849,0,0
State,09,Connecticut,APC,5492,Level 2 Intraocular Procedures,,,368,407,15646.823464373,4237.4884275184,3360.2887223587,0,0
State,09,Connecticut,APC,5493,Level 3 Intraocular Procedures,,,,,,,,,
State,09,Connecticut,APC,5494,Level 4 Intraocular Procedures,,,,,,,,,
State,09,Connecticut,APC,5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,212,219,11000.182739726,2239.2464383562,1777.1095890411,0,0
State,09,Connecticut,APC,5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",,,43,43,17987.804418605,3902.3665116279,3094.6334883721,0,0
State,09,Connecticut,APC,5627,Level 7 Radiation Therapy,,,88,97,68325.740412371,8772.9863917526,7172.9863917526,38,1329.2480157895
State,09,Connecticut,APC,5881,Ancillary Outpatient Services When Patient Dies,,,,,,,,,
State,09,Connecticut,APC,8011,Comprehensive Observation Services,,,13644,15700,22758.456990446,2797.6834477707,2265.9032579618,207,5106.6677971014
State,10,Delaware,APC,5072,Level 2 Excision/ Biopsy/ Incision and Drainage,,,1599,1688,7420.1587085308,1530.7489988152,1213.9924407583,,
State,10,Delaware,APC,5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,375,389,14112.08,2602.4931876607,2065.1834447301,,
State,10,Delaware,APC,5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,328,351,15661.262507122,3525.4755555555,2798.8293162393,0,0
State,10,Delaware,APC,5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,297,301,27917.672225914,6143.5913621262,4890.8824584718,0,0
State,10,Delaware,APC,5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,,,18,18,29325.625,8285.3777777778,6678.2638888889,,
State,10,Delaware,APC,5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,20,20,79581.9745,17252.25,15652.25,,
State,10,Delaware,APC,5112,Level 2 Musculoskeletal Procedures,,,299,312,5353.3479166667,1478.1855448718,1174.6131730769,0,0
State,10,Delaware,APC,5113,Level 3 Musculoskeletal Procedures,,,465,471,14720.592016985,3052.7592569002,2424.6400636943,,
State,10,Delaware,APC,5114,Level 4 Musculoskeletal Procedures,,,621,630,28978.234936508,6716.4414444444,5329.7960952381,37,4004.9591135135
State,10,Delaware,APC,5115,Level 5 Musculoskeletal Procedures,,,2739,2852,42478.901065919,13327.171367461,11726.126967041,23,1535.7162434783
State,10,Delaware,APC,5116,Level 6 Musculoskeletal Procedures,,,186,186,71443.35,22182.746935484,20575.994623656,16,3031.5571125
State,10,Delaware,APC,5153,Level 3 Airway Endoscopy,,,103,105,8662.313047619,1656.7,1319.96,0,0
State,10,Delaware,APC,5154,Level 4 Airway Endoscopy,,,231,232,12533.677456896,3384.5039224138,2680.285862069,0,0
State,10,Delaware,APC,5155,Level 5 Airway Endoscopy,,,208,209,21237.239904306,6323.4603349282,5021.6680382775,,
State,10,Delaware,APC,5163,Level 3 ENT Procedures,,,22,22,7184.6486363636,1438.63,1146.23,0,0
State,10,Delaware,APC,5164,Level 4 ENT Procedures,,,43,43,12304.899767442,2948.5525581395,2346.6269767442,0,0
State,10,Delaware,APC,5165,Level 5 ENT Procedures,,,120,123,24442.855284553,5426.3899186992,4298.6700813008,,
State,10,Delaware,APC,5166,Cochlear Implant Procedure,,,16,16,177077.233125,34441.12875,32835.18125,0,0
State,10,Delaware,APC,5182,Level 2 Vascular Procedures,,,233,258,6450.1120930233,1537.3166666667,1217.9750387597,,
State,10,Delaware,APC,5183,Level 3 Vascular Procedures,,,730,745,12111.438,3058.7851946309,2429.6498791946,,
State,10,Delaware,APC,5184,Level 4 Vascular Procedures,,,223,244,20186.998278689,4912.6304918033,3893.6693032787,0,0
State,10,Delaware,APC,5191,Level 1 Endovascular Procedures,,,1433,1435,17494.774557491,3051.0593240418,2137.2093797909,,
State,10,Delaware,APC,5192,Level 2 Endovascular Procedures,,,213,213,30007.033380282,5364.6774178404,4263.8979342723,,
State,10,Delaware,APC,5193,Level 3 Endovascular Procedures,,,548,579,62326.073419689,10888.660431779,9288.1502072539,149,2703.8926778524
State,10,Delaware,APC,5194,Level 4 Endovascular Procedures,,,111,112,89249.983392857,17619.113035714,16015.669375,15,4358.72836
State,10,Delaware,APC,5200,Implantation Wireless PA Pressure Monitor,,,,,,,,,
State,10,Delaware,APC,5212,Level 2 Electrophysiologic Procedures,,,18,18,42110.803333333,6977.61,5559.4,,
State,10,Delaware,APC,5213,Level 3 Electrophysiologic Procedures,,,338,344,133765.67770349,24137.298953488,22531.911395349,137,3804.177090511
State,10,Delaware,APC,5222,Level 2 Pacemaker and Similar Procedures,,,205,207,25022.136425121,8457.2816908212,6855.6952657005,0,0
State,10,Delaware,APC,5223,Level 3 Pacemaker and Similar Procedures,,,330,330,41352.502484848,10611.195424242,9008.0748787879,,
State,10,Delaware,APC,5224,Level 4 Pacemaker and Similar Procedures,,,58,58,78204.335172414,19304.42,17704.42,0,0
State,10,Delaware,APC,5231,Level 1 ICD and Similar Procedures,,,32,32,85332.92625,23584.20125,21977.13875,0,0
State,10,Delaware,APC,5232,Level 2 ICD and Similar Procedures,,,183,183,143246.39513661,32885.538852459,31281.599562842,12,2592.5744833333
State,10,Delaware,APC,5302,Level 2 Upper GI Procedures,,,646,718,8307.2222005571,1789.206545961,1423.151086351,,
State,10,Delaware,APC,5303,Level 3 Upper GI Procedures,,,82,83,16661.29060241,3316.6762650602,2622.3768674699,,
State,10,Delaware,APC,5313,Level 3 Lower GI Procedures,,,156,160,15813.843625,2649.4496875,2118.675125,,
State,10,Delaware,APC,5331,Complex GI Procedures,,,76,83,26235.420843374,5431.3634939759,4325.2551807229,,
State,10,Delaware,APC,5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,328,363,15898.147327824,3624.5836363636,2880.4385123967,,
State,10,Delaware,APC,5361,Level 1 Laparoscopy and Related Services,,,927,929,25802.689741658,5346.3958234661,4244.0903875135,25,3391.100664
State,10,Delaware,APC,5362,Level 2 Laparoscopy and Related Services,,,338,338,34083.487633136,9297.0957692308,7691.5973668639,,
State,10,Delaware,APC,5372,Level 2 Urology and Related Services,,,507,606,2872.8362046205,638.21346534653,499.80627062706,0,0
State,10,Delaware,APC,5373,Level 3 Urology and Related Services,,,921,1104,8945.839972826,1877.809701087,1489.0992481884,0,0
State,10,Delaware,APC,5374,Level 4 Urology and Related Services,,,611,712,12590.253300562,3247.4551544944,2579.4241853933,,
State,10,Delaware,APC,5375,Level 5 Urology and Related Services,,,578,598,19662.820234114,4834.3061204013,3840.1704849498,0,0
State,10,Delaware,APC,5376,Level 6 Urology and Related Services,,,28,28,28326.715357143,8864.7,7264.7,0,0
State,10,Delaware,APC,5378,Level 8 Urology and Related Services,,,16,16,79196.66375,19933.72,18333.72,0,0
State,10,Delaware,APC,5414,Level 4 Gynecologic Procedures,,,336,342,11519.586812865,2905.9766081871,2307.1275146199,0,0
State,10,Delaware,APC,5415,Level 5 Gynecologic Procedures,,,103,113,17508.867876106,4702.1319469027,3722.6655752212,,
State,10,Delaware,APC,5416,Level 6 Gynecologic Procedures,,,76,76,20324.585657895,7177.8834210526,5696.3371052632,,
State,10,Delaware,APC,5431,Level 1 Nerve Procedures,,,176,193,8462.5147150259,1855.2149740933,1475.8047150259,0,0
State,10,Delaware,APC,5432,Level 2 Nerve Procedures,,,,,,,,,
State,10,Delaware,APC,5461,Level 1 Neurostimulator and Related Procedures,,,20,20,33247.931,3231.8865,2538.7465,,
State,10,Delaware,APC,5462,Level 2 Neurostimulator and Related Procedures,,,20,21,25620.360952381,6844.02,5452.96,,
State,10,Delaware,APC,5463,Level 3 Neurostimulator and Related Procedures,,,,,,,,,
State,10,Delaware,APC,5464,Level 4 Neurostimulator and Related Procedures,,,31,33,96499.465757576,22239.336969697,20632.488484848,,
State,10,Delaware,APC,5465,Level 5 Neurostimulator and Related Procedures,,,100,101,142611.60752475,30050.031287129,28449.456831683,,
State,10,Delaware,APC,5471,Implantation of Drug Infusion Device,,,17,18,78290.273888889,16630.946666667,15030.946666667,0,0
State,10,Delaware,APC,5491,Level 1 Intraocular Procedures,,,283,415,7525.209879518,2214.046,1754.1307951807,0,0
State,10,Delaware,APC,5492,Level 2 Intraocular Procedures,,,107,109,17699.090733945,4050.2213761468,3201.7495412844,0,0
State,10,Delaware,APC,5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,13,13,15722.504615385,2191.11,1745.76,0,0
State,10,Delaware,APC,5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",,,,,,,,,
State,10,Delaware,APC,5627,Level 7 Radiation Therapy,,,,,,,,,
State,10,Delaware,APC,5881,Ancillary Outpatient Services When Patient Dies,,,,,,,,,
State,10,Delaware,APC,8011,Comprehensive Observation Services,,,5023,5435,16185.797142594,2518.1101968722,2058.8923679853,36,6459.0183
State,11,District of Columbia,APC,5072,Level 2 Excision/ Biopsy/ Incision and Drainage,,,1260,1318,11001.172101669,1570.7583990895,1244.4483080425,,
State,11,District of Columbia,APC,5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,349,373,19718.877104558,2723.3131903485,2161.0418766756,,
State,11,District of Columbia,APC,5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,267,276,27345.998115942,3624.9829710145,2879.4823913043,,
State,11,District of Columbia,APC,5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,238,240,44341.473708333,6290.2540416667,5002.32175,21,3963.6394
State,11,District of Columbia,APC,5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,,,31,31,49653.64,9224.9316129032,7650.7380645161,,
State,11,District of Columbia,APC,5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,,,,,,,
State,11,District of Columbia,APC,5112,Level 2 Musculoskeletal Procedures,,,196,200,12076.07015,1497.54045,1182.9971,,
State,11,District of Columbia,APC,5113,Level 3 Musculoskeletal Procedures,,,189,191,26007.888324607,3122.6763874346,2475.0965445026,,
State,11,District of Columbia,APC,5114,Level 4 Musculoskeletal Procedures,,,299,304,43430.700822368,6931.9650986842,5499.0107894737,19,4520.5269789474
State,11,District of Columbia,APC,5115,Level 5 Musculoskeletal Procedures,,,893,920,62205.215554348,13650.704402174,12050.393423913,34,2102.9474117647
State,11,District of Columbia,APC,5116,Level 6 Musculoskeletal Procedures,,,40,40,112214.196,23268.53,21668.53,,
State,11,District of Columbia,APC,5153,Level 3 Airway Endoscopy,,,88,89,11641.359325843,1688.0350561798,1339.2068539326,,
State,11,District of Columbia,APC,5154,Level 4 Airway Endoscopy,,,265,269,21824.567174721,3532.204535316,2808.2481784387,,
State,11,District of Columbia,APC,5155,Level 5 Airway Endoscopy,,,229,229,45545.950873362,6502.0452401747,5161.0599563319,33,2391.2014848485
State,11,District of Columbia,APC,5163,Level 3 ENT Procedures,,,14,18,8163.7461111111,1479.2311111111,1168.5666666667,0,0
State,11,District of Columbia,APC,5164,Level 4 ENT Procedures,,,33,33,27318.015757576,2985.4909090909,2373.2272727273,,
State,11,District of Columbia,APC,5165,Level 5 ENT Procedures,,,303,306,47133.153660131,5551.2614705882,4393.1289215686,31,5893.4032387097
State,11,District of Columbia,APC,5166,Cochlear Implant Procedure,,,18,19,115128.86842105,35407.39,33807.39,0,0
State,11,District of Columbia,APC,5182,Level 2 Vascular Procedures,,,213,221,6895.5347963801,1549.699638009,1225.3580090498,,
State,11,District of Columbia,APC,5183,Level 3 Vascular Procedures,,,767,795,19903.958465409,3109.6763522013,2463.2244654088,12,4971.2737666667
State,11,District of Columbia,APC,5184,Level 4 Vascular Procedures,,,415,437,34275.815491991,5294.7346224256,4198.5740503432,37,4676.4651783784
State,11,District of Columbia,APC,5191,Level 1 Endovascular Procedures,,,944,981,27315.382405709,3090.9682772681,2154.1711416922,53,3814.2526377358
State,11,District of Columbia,APC,5192,Level 2 Endovascular Procedures,,,287,341,29462.378357771,5427.000058651,4299.7184750733,,
State,11,District of Columbia,APC,5193,Level 3 Endovascular Procedures,,,530,557,57487.556696589,11073.529766607,9469.5364811491,39,2449.2634923077
State,11,District of Columbia,APC,5194,Level 4 Endovascular Procedures,,,137,139,88243.824028777,18141.680431655,16540.054532374,,
State,11,District of Columbia,APC,5200,Implantation Wireless PA Pressure Monitor,,,,,,,,,
State,11,District of Columbia,APC,5212,Level 2 Electrophysiologic Procedures,,,34,34,54880.744411765,7173.58,5715.54,,
State,11,District of Columbia,APC,5213,Level 3 Electrophysiologic Procedures,,,552,561,108982.20975045,24408.488556149,22806.419518716,0,0
State,11,District of Columbia,APC,5222,Level 2 Pacemaker and Similar Procedures,,,63,63,45410.504920635,8581.3253968254,6978.9890476191,,
State,11,District of Columbia,APC,5223,Level 3 Pacemaker and Similar Procedures,,,204,205,52538.037170732,10901.802195122,9299.5973170732,11,1723.6284545455
State,11,District of Columbia,APC,5224,Level 4 Pacemaker and Similar Procedures,,,42,42,96538.416190476,19411.268809524,17811.268809524,,
State,11,District of Columbia,APC,5231,Level 1 ICD and Similar Procedures,,,16,16,120018.148125,24245.53,22645.53,0,0
State,11,District of Columbia,APC,5232,Level 2 ICD and Similar Procedures,,,115,115,156554.91373913,32790.295913043,31187.503478261,,
