state_abbr,county_name,hospital_name,city,wait_text,wait_minutes,detail_url,detail_name,detail_address,detail_city,detail_state,detail_zip,detail_phone,detail_hospital_type,detail_emergency_services,detail_mortality_overall_text,detail_mortality_overall_percent,detail_mortality_overall_direction,detail_mortality_heart_attack_percent,detail_mortality_stroke_percent,detail_mortality_heart_failure_percent,detail_mortality_pneumonia_percent,detail_c_diff_cases,detail_mrsa_cases,detail_avg_time_in_ed_minutes,detail_overall_patient_rating,detail_positive_patient_ratings,detail_negative_patient_ratings,source_url,scrape_ts,ed_minutes_rating,detail_overall_patient_rating_points,mortality_overall_contribution,total_quality_points,adj_total_heartattack,adj_total_stroke,adj_total_heartfailure,adj_total_pneu,lat,lon,full_address
NC,Brunswick,Novant Health Brunswick Medical Center,Supply,2h 50m,170.0,https://www.hospitalstats.org/hospital-ratings/novant-health-brunswick-medical-center-supply-nc.htm,Novant Health Brunswick Medical Center Ratings,1 Medical Center Dr Po Box 139,Supply,NC,28462.0,(910) 755-8121,Acute Care Hospitals,YES,13% worse,13.0,worse,,13.9,12.0,24.6,6.0,1.0,170.0,AVERAGE,Nurses usually take time to communicate well; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Brunswick-County-NC.htm,2025-10-18T18:03:25.062127+00:00,9,7,13% worse (±1),15,"no data for specific chief complaint, quality point remains at 15",13,13,11,,,"1 Medical Center Drive, Supply, NC 28462"
NC,Cherokee,Erlanger Murphy Medical Center,Murphy,3h 2m,182.0,https://www.hospitalstats.org/hospital-ratings/erlanger-murphy-medical-center-murphy-nc.htm,Erlanger Murphy Medical Center Ratings,3990 East Us Highway 64 Alt,Murphy,NC,28906.0,(828) 837-8161,Critical Access Hospitals,YES,11% worse,11.0,worse,,16.0,11.6,21.6,3.0,0.0,182.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Cherokee-County-NC.htm,2025-10-18T18:03:42.742658+00:00,9,7,11% worse (±1),15,"no data for specific chief complaint, quality point remains at 15",12,13,11,,,"3990 East Us Highway 64 Alt, Murphy, NC 28906"
NC,Cumberland,Womack Amc (Ft Bragg),Fort Bragg,3h 1m,181.0,https://www.hospitalstats.org/hospital-ratings/womack-amc-ft-bragg-fort-bragg-nc.htm,Womack Amc (Ft Bragg) Ratings,2817 Reilly Road,Fort Bragg,NC,28310.0,(910) 907-9262,Acute Care - Department of Defense,YES,,,,,,,,1.0,,181.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Cumberland-County-NC.htm,2025-10-18T18:03:53.402920+00:00,9,7,mortality not used,16,"no data for specific chief complaint, quality point remains at 16","no data for specific chief complaint, quality point remains at 16","no data for specific chief complaint, quality point remains at 16","no data for specific chief complaint, quality point remains at 16",,,"2817 Reilly Road, Fort Bragg, NC 28310"
NC,Davidson,Novant Health Thomasville Medical Center,Thomasville,3h 14m,194.0,https://www.hospitalstats.org/hospital-ratings/novant-health-thomasville-medical-center-thomasville-nc.htm,Novant Health Thomasville Medical Center Ratings,207 Old Lexington Rd Box 789,Thomasville,NC,27360.0,(336) 472-2000,Acute Care Hospitals,YES,9% worse,9.0,worse,,17.9,11.7,18.6,1.0,0.0,194.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Davidson-County-NC.htm,2025-10-18T18:03:58.404637+00:00,8,7,9% worse (±0),15,"no data for specific chief complaint, quality point remains at 15",12,13,12,,,"207 Old Lexington Road Box 789, Thomasville, NC 27360"
NC,Davie,Davie Medical Center,Bermuda Run,2h 26m,146.0,https://www.hospitalstats.org/hospital-ratings/davie-medical-center-bermuda-run-nc.htm,Davie Medical Center Ratings,329 Nc Hwy 801 N,Bermuda Run,NC,27006.0,(336) 751-8100,Acute Care Hospitals,YES,36% better,36.0,better,,,8.0,14.0,1.0,0.0,146.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean,,https://www.hospitalstats.org/ER-Wait-Time/Davie-County-NC.htm,2025-10-18T18:04:00.453405+00:00,10,10,36% better (±2),22,"no data for specific chief complaint, quality point remains at 22","no data for specific chief complaint, quality point remains at 22",21,20,,,"329 Nc Highway 801 N, Bermuda Run, NC 27006"
NC,Granville,Central Regional Hospital,Butner,,,https://www.hospitalstats.org/hospital-ratings/central-regional-hospital-butner-nc.htm,Central Regional Hospital Ratings,300 Veazy Rd,Butner,NC,27509.0,(919) 764-2000,Psychiatric,YES,,,,,,,,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Granville-County-NC.htm,2025-10-18T18:04:18.173615+00:00,wait time rating not available,5,mortality not used,14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",,,"300 Veazy Road, Butner, NC 27509"
NC,Iredell,Davis Regional Medical Center,Statesville,1h 49m,109.0,https://www.hospitalstats.org/hospital-ratings/davis-regional-medical-center-statesville-nc.htm,Davis Regional Medical Center Ratings,218 Old Mocksbville Rd Po Box 1823,Statesville,NC,28687.0,(704) 873-0281,Acute Care Hospitals,YES,13% worse,13.0,worse,,,14.6,19.7,0.0,0.0,109.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Iredell-County-NC.htm,2025-10-18T18:04:35.771418+00:00,10,5,13% worse (±1),14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",12,11,,,"218 Old Mocksbville Road, Statesville, NC 28687"
NC,Johnston,Johnston Health,Smithfield,3h 14m,194.0,https://www.hospitalstats.org/hospital-ratings/johnston-health-smithfield-nc.htm,Johnston Health Ratings,509 Bright Leaf Blvd,Smithfield,NC,27577.0,(919) 934-8171,Acute Care Hospitals,YES,3% better,3.0,better,11.5,13.6,11.3,18.7,14.0,4.0,194.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Johnston-County-NC.htm,2025-10-18T18:04:39.755661+00:00,8,7,3% better (±0),15,13,13,13,12,,,"509 Bright Leaf Boulevard, Smithfield, NC 27577"
NC,Mecklenburg,Atrium Health University City,Charlotte,2h 50m,170.0,https://www.hospitalstats.org/hospital-ratings/atrium-health-university-city-charlotte-nc.htm,Atrium Health University City Ratings,8800 North Tyron Street,Charlotte,NC,28262.0,(704) 548-6000,Acute Care Hospitals,YES,0% better,0.0,better,,14.8,9.3,19.7,8.0,2.0,170.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Mecklenburg-County-NC.htm,2025-10-18T18:04:59.248209+00:00,9,7,0% better (±0),16,"no data for specific chief complaint, quality point remains at 16",14,15,13,,,"8800 North Tyron Street, Charlotte, NC 28262"
NC,Mecklenburg,Novant Health Presbyterian Medical Center,Charlotte,2h 52m,172.0,https://www.hospitalstats.org/hospital-ratings/novant-health-presbyterian-medical-center-charlotte-nc.htm,Novant Health Presbyterian Medical Center Ratings,200 Hawthorne Lane Box 33549,Charlotte,NC,28233.0,(704) 384-4000,Acute Care Hospitals,YES,2% better,2.0,better,13.3,13.1,13.6,15.6,19.0,7.0,172.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Mecklenburg-County-NC.htm,2025-10-18T18:04:59.248209+00:00,9,7,2% better (±0),16,14,14,14,13,,,"200 Hawthorne Lane Box 33549, Charlotte, NC 28233"
NC,Mecklenburg,Novant Health Matthews Medical Center,Matthews,3h 53m,233.0,https://www.hospitalstats.org/hospital-ratings/novant-health-matthews-medical-center-matthews-nc.htm,Novant Health Matthews Medical Center Ratings,1500 Matthews Twnshp Prkwy Box 3310,Matthews,NC,28106.0,(704) 384-6500,Acute Care Hospitals,YES,7% better,7.0,better,11.8,14.0,10.1,17.1,7.0,1.0,233.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Mecklenburg-County-NC.htm,2025-10-18T18:04:59.248209+00:00,7,7,7% better (±0),14,12,12,12,11,,,"1500 Matthews Twnshp Prkwy Box 3310, Matthews, NC 28106"
NC,New Hanover,Novant Health New Hanover Regional Medical Center,Wilmington,2h 58m,178.0,https://www.hospitalstats.org/hospital-ratings/novant-health-new-hanover-regional-medical-center-wilmington-nc.htm,Novant Health New Hanover Regional Medical Center Ratings,2131 S 17th St Box 9000,Wilmington,NC,28402.0,(910) 343-7000,Acute Care Hospitals,YES,12% worse,12.0,worse,14.0,15.1,14.4,20.6,65.0,15.0,178.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/New-Hanover-County-NC.htm,2025-10-18T18:05:08.987518+00:00,9,7,12% worse (±1),15,13,12,13,11,,,"2131 S 17th Street Box 9000, Wilmington, NC 28402"
NC,Robeson,Southeastern Regional Medical Center,Lumberton,4h 28m,268.0,https://www.hospitalstats.org/hospital-ratings/southeastern-regional-medical-center-lumberton-nc.htm,Southeastern Regional Medical Center Ratings,300 W 27 St Po Box 1408,Lumberton,NC,28359.0,(910) 671-5000,Acute Care Hospitals,YES,2% worse,2.0,worse,13.0,14.3,12.7,17.8,4.0,1.0,268.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Robeson-County-NC.htm,2025-10-18T18:05:28.347145+00:00,6,7,2% worse (±0),13,11,11,11,10,,,"300 W 27 Street, Lumberton, NC 28359"
NC,Rutherford,Rutherford Regional Medical Center,Rutherfordton,2h 50m,170.0,https://www.hospitalstats.org/hospital-ratings/rutherford-regional-medical-center-rutherfordton-nc.htm,Rutherford Regional Medical Center Ratings,288 South Ridgecrest Ave,Rutherfordton,NC,28139.0,(828) 286-5000,Acute Care Hospitals,YES,6% worse,6.0,worse,11.6,14.5,14.5,19.3,3.0,2.0,170.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Rutherford-County-NC.htm,2025-10-18T18:05:35.111823+00:00,9,7,6% worse (±0),16,14,14,14,13,,,"288 South Ridgecrest Avenue, Rutherfordton, NC 28139"
NC,Swain,Cherokee Indian Hospital Authority,Cherokee,,,https://www.hospitalstats.org/hospital-ratings/cherokee-indian-hospital-authority-cherokee-nc.htm,Cherokee Indian Hospital Authority Ratings,Caller Box C268,Cherokee,NC,28719.0,(828) 497-9163,Acute Care Hospitals,YES,,,,,,,,0.0,0.0,,POOR,Rooms were often quiet at night,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Swain-County-NC.htm,2025-10-18T18:05:47.925279+00:00,wait time rating not available,5,mortality not used,14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",,,"Caller Box C268, Cherokee, NC 28719"
NC,Wake,"Wakemed, Cary Hospital",Cary,3h 16m,196.0,https://www.hospitalstats.org/hospital-ratings/wakemed-cary-hospital-cary-nc.htm,"Wakemed, Cary Hospital Ratings",1900 Kildare Farm Road,Cary,NC,27518.0,(919) 350-2550,Acute Care Hospitals,YES,3% better,3.0,better,13.4,13.1,11.7,16.7,1.0,0.0,196.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Wake-County-NC.htm,2025-10-18T18:05:58.921433+00:00,8,7,3% better (±0),15,13,13,13,12,,,"1900 Kildare Farm Road, Cary, NC 27518"
ND,Adams,West River Regional Medical Center,Hettinger,1h 45m,105.0,https://www.hospitalstats.org/hospital-ratings/west-river-regional-medical-center-hettinger-nd.htm,West River Regional Medical Center Ratings,1000 Highway 12,Hettinger,ND,58639.0,(701) 567-4561,Critical Access Hospitals,YES,15% worse,15.0,worse,,,13.8,21.5,,,105.0,POOR,Nurses usually respond quickly when patients need help; Nurses usually take time to communicate well; Patients usually receive help when they request it; Rooms and facilities are usually clean,Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Adams-County-ND.htm,2025-10-18T18:06:10.587442+00:00,10,5,15% worse (±1),14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",12,10,,,"1000 Highway 12, Hettinger, ND 58639"
ND,Mclean,Chi St Alexius Health Turtle Lake,Turtle Lake,1h 44m,104.0,https://www.hospitalstats.org/hospital-ratings/chi-st-alexius-health-turtle-lake-turtle-lake-nd.htm,Chi St Alexius Health Turtle Lake Ratings,220 5th Ave W,Turtle Lake,ND,58575.0,(701) 448-2331,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,104.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Mclean-County-ND.htm,2025-10-18T18:06:48.311148+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"220 5th Avenue W, Turtle Lake, ND 58575"
ND,Pembina,Pembina County Memorial Hospital,Cavalier,1h 11m,71.0,https://www.hospitalstats.org/hospital-ratings/pembina-county-memorial-hospital-cavalier-nd.htm,Pembina County Memorial Hospital Ratings,Box 380,Cavalier,ND,58220.0,(701) 265-8461,Critical Access Hospitals,YES,14% worse,14.0,worse,,,,21.2,0.0,0.0,71.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pembina-County-ND.htm,2025-10-18T18:06:55.976208+00:00,10,5,14% worse (±1),14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",10,,,"Box 380, Cavalier, ND 58220"
ND,Rolette,Presentation Medical Center,Rolla,1h 11m,71.0,https://www.hospitalstats.org/hospital-ratings/presentation-medical-center-rolla-nd.htm,Presentation Medical Center Ratings,213 Second Ave Ne,Rolla,ND,58367.0,(701) 477-3161,Critical Access Hospitals,YES,4% better,4.0,better,,,,17.5,1.0,0.0,71.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Rolette-County-ND.htm,2025-10-18T18:07:04.631521+00:00,10,5,4% better (±0),15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",12,,,"213 Second Avenue Ne, Rolla, ND 58367"
ND,Towner,Towner County Medical Center,Cando,1h 10m,70.0,https://www.hospitalstats.org/hospital-ratings/towner-county-medical-center-cando-nd.htm,Towner County Medical Center Ratings,7448 Hwy 281 N,Cando,ND,58324.0,(701) 968-4411,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,70.0,POOR,,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Towner-County-ND.htm,2025-10-18T18:07:12.393705+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"7448 Highway 281 N, Cando, ND 58324"
ND,Traill,Sanford Hillsboro,Hillsboro,1h 2m,62.0,https://www.hospitalstats.org/hospital-ratings/sanford-hillsboro-hillsboro-nd.htm,Sanford Hillsboro Ratings,12 Third Street Se,Hillsboro,ND,58045.0,(701) 636-3200,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,62.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Traill-County-ND.htm,2025-10-18T18:07:15.302543+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"12 Third Street Se, Hillsboro, ND 58045"
NE,Dundy,Dundy County Hospital,Benkelman,2h 2m,122.0,https://www.hospitalstats.org/hospital-ratings/dundy-county-hospital-benkelman-ne.htm,Dundy County Hospital Ratings,"P O Box 626, 1313 North Cheyenne St",Benkelman,NE,69021.0,(308) 423-2204,Critical Access Hospitals,YES,9% better,9.0,better,,,,16.7,0.0,0.0,122.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Dundy-County-NE.htm,2025-10-18T18:08:14.412780+00:00,10,5,9% better (±0),15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",12,,,"1313 North Cheyenne Street, Benkelman, NE 69021"
NE,Furnas,Tri Valley Health System,Cambridge,2h 17m,137.0,https://www.hospitalstats.org/hospital-ratings/tri-valley-health-system-cambridge-ne.htm,Tri Valley Health System Ratings,1305 West Highway 6/34,Cambridge,NE,69022.0,(308) 697-3329,Critical Access Hospitals,YES,1% worse,1.0,worse,,,,18.4,0.0,0.0,137.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Furnas-County-NE.htm,2025-10-18T18:08:20.346326+00:00,10,5,1% worse (±0),15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",12,,,"1305 West Highway 6/34, Cambridge, NE 69022"
NE,Hamilton,Memorial Hospital,Aurora,1h 36m,96.0,https://www.hospitalstats.org/hospital-ratings/memorial-hospital-aurora-ne.htm,Memorial Hospital Ratings,1423 Seventh St,Aurora,NE,68818.0,(402) 694-3171,Critical Access Hospitals,YES,17% worse,17.0,worse,,,,21.9,0.0,0.0,96.0,POOR,Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Hamilton-County-NE.htm,2025-10-18T18:08:29.051857+00:00,10,5,17% worse (±1),14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",10,,,"1423 Seventh Street, Aurora, NE 68818"
NE,Holt,Rock County Hospital,Bassett,1h 35m,95.0,https://www.hospitalstats.org/hospital-ratings/rock-county-hospital-bassett-ne.htm,Rock County Hospital Ratings,102 East South Street,Bassett,NE,68714.0,(402) 684-3366,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,95.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Holt-County-NE.htm,2025-10-18T18:08:33.811074+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"102 East South Street, Bassett, NE 68714"
NE,Pierce,Chi Health Plainview Hospital,Plainview,1h 49m,109.0,https://www.hospitalstats.org/hospital-ratings/chi-health-plainview-hospital-plainview-ne.htm,Chi Health Plainview Hospital Ratings,"P O Box 489, 704 North Third St",Plainview,NE,68769.0,(402) 582-4245,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,109.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pierce-County-NE.htm,2025-10-18T18:09:13.187547+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"704 North Third Street, Plainview, NE 68769"
NE,Saline,Friend Community Healthcare System,Friend,1h 25m,85.0,https://www.hospitalstats.org/hospital-ratings/friend-community-healthcare-system-friend-ne.htm,Friend Community Healthcare System Ratings,905 Second Street,Friend,NE,68359.0,(402) 947-2541,Critical Access Hospitals,YES,,,,,,,,,,85.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Saline-County-NE.htm,2025-10-18T18:09:25.641587+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"905 Second Street, Friend, NE 68359"
NH,Grafton,Cottage Hospital,Woodsville,1h 33m,93.0,https://www.hospitalstats.org/hospital-ratings/cottage-hospital-woodsville-nh.htm,Cottage Hospital Ratings,90 Swiftwater Rd,Woodsville,NH,3785.0,(603) 747-9000,Critical Access Hospitals,YES,9% worse,9.0,worse,,,13.5,19.5,0.0,0.0,93.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it,,https://www.hospitalstats.org/ER-Wait-Time/Grafton-County-NH.htm,2025-10-18T18:10:03.397636+00:00,10,10,9% worse (±0),20,"no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20",18,17,,,"90 Swiftwater Road, Woodsville, NH 3785"
NJ,Cape May,Cape Regional Medical Center Inc,Cape May Court House,3h 8m,188.0,https://www.hospitalstats.org/hospital-ratings/cape-regional-medical-center-inc-cape-may-court-house-nj.htm,Cape Regional Medical Center Inc Ratings,Two Stone Harbor Blvd,Cape May Court House,NJ,8210.0,(609) 463-2000,Acute Care Hospitals,YES,1% better,1.0,better,12.9,16.4,12.6,14.3,16.0,2.0,188.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Cape-May-County-NJ.htm,2025-10-18T18:10:42.698856+00:00,9,7,1% better (±0),16,14,13,14,14,,,"Two Stone Harbor Boulevard, Cape May Court House, NJ 8210"
NJ,Essex,Carewell Health Medical Center,East Orange,2h 53m,173.0,https://www.hospitalstats.org/hospital-ratings/carewell-health-medical-center-east-orange-nj.htm,Carewell Health Medical Center Ratings,300 Central Ave,East Orange,NJ,7018.0,(973) 672-8400,Acute Care Hospitals,YES,0% worse,0.0,worse,,,11.3,18.8,0.0,2.0,173.0,BELOW AVERAGE,Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Essex-County-NJ.htm,2025-10-18T18:10:53.503976+00:00,9,6,0% worse (±0),15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",13,12,,,"300 Central Avenue, East Orange, NJ 7018"
NJ,Mercer,Capital Health Medical Center - Hopewell,Pennington,3h 30m,210.0,https://www.hospitalstats.org/hospital-ratings/capital-health-medical-center--hopewell-pennington-nj.htm,Capital Health Medical Center - Hopewell Ratings,One Capital Way,Pennington,NJ,8534.0,(609) 303-4000,Acute Care Hospitals,YES,0% better,0.0,better,11.1,13.3,12.5,19.5,14.0,6.0,210.0,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Mercer-County-NJ.htm,2025-10-18T18:11:05.411454+00:00,8,7,0% better (±0),15,13,13,13,12,,,"One Capital Way, Pennington, NJ 8534"
NJ,Middlesex,Robert Wood Johnson University Hospital,New Brunswick,2h 55m,175.0,https://www.hospitalstats.org/hospital-ratings/robert-wood-johnson-university-hospital-new-brunswick-nj.htm,Robert Wood Johnson University Hospital Ratings,One Robert Wood Johnson Place,New Brunswick,NJ,8901.0,(732) 828-3000,Acute Care Hospitals,YES,0% worse,0.0,worse,12.5,14.6,11.2,18.2,58.0,6.0,175.0,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,https://www.hospitalstats.org/ER-Wait-Time/Middlesex-County-NJ.htm,2025-10-18T18:11:11.261137+00:00,9,7,0% worse (±0),16,14,14,14,13,,,"One Robert Wood Johnson Place, New Brunswick, NJ 8901"
NJ,Middlesex,University Medical Center Of Princeton At Plainsboro,Plainsboro,3h 14m,194.0,https://www.hospitalstats.org/hospital-ratings/university-medical-center-of-princeton-at-plainsboro-plainsboro-nj.htm,University Medical Center Of Princeton At Plainsboro Ratings,One-Five Plainsboro Road,Plainsboro,NJ,8536.0,(609) 853-6500,Acute Care Hospitals,YES,14% better,14.0,better,12.2,11.0,11.9,14.6,11.0,3.0,194.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Middlesex-County-NJ.htm,2025-10-18T18:11:11.261137+00:00,8,7,14% better (±1),16,14,14,14,14,,,"One-Five Plainsboro Road, Plainsboro, NJ 8536"
