"Type","Name","Location Code","Hospital Designations","NPIs","Rm, Suite, or Apt","Street Address","Street Address 2","City","State","ZIP Code","County","Country","GPS","USNG","Phones",
"Hospital","Union Hospital Terre Haute","9454","","","","1606 North 7th Street","","City of Terre Haute","IN","47804","Vigo County","US","39.485383,-87.408624","16SDJ64857072","812-238-7000",
"Hospital","UnityPoint Health - Finley Hospital Dubuque","9532","","","","350 North Grandview Avenue","","City of Dubuque","IA","52001","Dubuque County","US","42.496281,-90.685914","15TXH90150747","563-582-1881",
"Hospital","Carle Health - Methodist Hospital Peoria","0755","","","","221 Northeast Glen Oak Avenue","","City of Peoria","IL","61636","Peoria County","US","40.700724,-89.594985","16TBL80760877","309-672-5522",
"Hospital","Carle Health - Pekin","0921","","","","600 South 13th Street","","City of Pekin","IL","61554","Tazewell County","US","40.563073,-89.632782","16TBK77119358","309-347-1151",
"Hospital","Carle Health - Proctor Peoria","0756","","","","5409 Knoxville Avenue","","City of Peoria","IL","61614","Peoria County","US","40.753014,-89.597524","16TBL80711458","309-691-1000",
"Hospital","UnityPoint Health - Trinity Moline","0833","","","","500 John Deere Road","","Township of Moline","IL","61265","Rock Island County","US","41.468110,-90.530915","15TYF06189366","309-779-5000",
"Hospital","UnityPoint Health Trinity Rock Island","0830","","","","2701 17th Street","","City of Rock Island","IL","61201","Rock Island County","US","41.483189,-90.570533","15TYF02839524","309-779-5000",
"Hospital","University Hospital Columbia MO","9634","","","","1 Hospital Drive","","Township of Columbia","MO","65212","Boone County","US","38.938697,-92.327536","15SWD58281018","573-882-4141",
"Hospital","University of Chicago Medical Center","6071","","","","5841 South Maryland Avenue","","City of Chicago","IL","60637","Cook County","US","41.789294,-87.603996","16TDM49812655","888-824-0200",
"Hospital","University of Illinois Hospital","6072","","","","1740 West Taylor Street","","City of Chicago","IL","60612","Cook County","US","41.868834,-87.670454","16TDM44363543","866-600-2273",
"Hospital","University of Iowa Hospitals","9530","","","","5 Boyd Tower","","City of Iowa City","IA","52242","Johnson County","US","41.660993,-91.547545","15TXG20921315","800-777-8442",
"Hospital","UNKNOWN HOSPITAL","9999","","","","","","","","","","","","","",
"Hospital","UW Health University Hospital Madison","9644","","","","600 Highland Avenue","","City of Madison","WI","53792","Dane County","US","43.076635,-89.431123","16TCN02087219","608-263-6400",
"Hospital","Van Matre Encompass Health Rehabilitation Hospital Rockford","1057","","","","950 South Mulford Road","","City of Rockford","IL","61108","Winnebago County","US","42.258530,-88.996867","16TCM35298041","815-381-8500",
"Hospital","VA Illiana Health Care System Danville","0947","","","","1900 East Main Street","","Township of Danville","IL","61832","Vermilion County","US","40.131934,-87.592223","16TDK49544256","217-554-3000",
"Hospital","VA Lakeside Clinic Chicago","6073","","","","211 East Ontario Street","","City of Chicago","IL","60611","Cook County","US","41.893116,-87.622023","16TDM48393809","312-469-4850",
"Hospital","VA Medical Center Marion","1042","","","","2401 West Main Street","","Township of Marion","IL","62959","Lee County","US","37.724395,-88.955825","16SCG27637703","618-997-5311",
"Hospital","Vista Medical Center West (CLOSED)","0511","","","","2615 Washington St","","Township of Waukegan","IL","60085","Lake County","US","","","847-360-3000",
"Hospital","Vista Medical Center East","0515","","","","1324 North Sheridan Road","","Township of Waukegan","IL","60085","Lake County","US","42.378192,-87.832523","16TDM31469210","847-360-3000",
"Hospital","Wabash General Hospital Mt Carmel","0958","","","","1418 College Drive","","City of Mount Carmel","IL","62863","Wabash County","US","38.420636,-87.769722","16SDH32805276","618-262-8621",
"Hospital","Washington County Hospital Nashville","0981","","","","705 South Grand Street","","City of Nashville","IL","62263","Washington County","US","38.339045,-89.391129","16SBH91024613","618-327-8236",
"Hospital","Welborn Baptist Hospital (CLOSED)","9456","","","","401 SE 6TH ST","","City of Evansville","IN","47708","Vanderburgh County","US","","","812-437-8260",
"Hospital","West Suburban Medical Center","0178","","","","3 Erie Street","","Township of Oak Park","IL","60302","Cook County","US","41.891372,-87.776114","16TDM35613800","708-383-6200",
"Hospital","Western Baptist Hospital","9471","","","","2501 Kentucky Avenue","","City of Paducah","KY","42001","McCracken County","US","37.074031,-88.626056","16SCG55450432","270-575-2100",
"Hospital","Westlake Hospital Melrose Park (CLOSED)","0179","","","","1225 West Lake Street","","Village of Melrose Park","IL","60160","Cook County","US","41.893032,-87.848294","16TDM29623824","708-681-3000",
"Hospital","Ascension All Saints Hospital Spring Street Campus","9651","","","","3803 Spring Street","","City of Racine","WI","53405","Racine County","US","42.731394,-87.827695","16TDN32243131","262-687-4011",
"Hospital","Ascension SE Wisconsin Hospital - Franklin Campus","9652","","","","10101 South 27th Street","","Town of Franklin","WI","53132","Sauk County","US","42.860037,-87.954157","16TDN22054571","414-325-4700",
"Hospital","White County Medical Center Carmi (CLOSED)","1003","","","","","","","","","","","","","",
"Hospital","Mercyhealth Hospital & Physician Clinic","1068","","","","815 S Route 31","","Crystal Lake","IL","60014","McHenry County","US","","","",
